combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 15, 20, 27, 28, 29]",3.9240800951473163,0.5,montecarlo,125,3,23,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 3}",1,0.8164502164502165,0.87,0.0,0.032,0.6194704944754682
"[4, 6, 18, 23, 28, 32]",3.9479149598871346,0.5,montecarlo,111,5,28,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 2, np.int64(3): 1}",1,0.8311688311688312,0.87,0.0,0.064,0.6194704944754682
"[3, 20, 21, 28, 29, 30]",3.6167637326975335,0.5,montecarlo,131,3,27,0,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 4}",2,0.845021645021645,0.87,0.0,0.0,0.6194704944754682
"[2, 13, 23, 28, 31, 34]",3.8308055378362953,0.5,montecarlo,131,3,32,1,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 2, np.int64(3): 2}",4,0.8181818181818181,0.87,0.0,0.064,0.6194704944754682
"[2, 9, 13, 14, 15, 30]",3.4171762390965332,0.5,montecarlo,83,3,28,1,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",2,0.79004329004329,0.87,0.0,0.032,0.6194704944754682
"[4, 9, 14, 18, 22, 30]",3.1960547711637664,0.5,montecarlo,97,5,26,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",0,0.8121212121212121,0.87,0.0,0.032,0.6194704944754682
"[9, 16, 19, 25, 29, 30]",3.3360551029152217,0.5,montecarlo,128,2,21,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 3}",2,0.8151515151515152,0.83,0.0,0.0,0.6194704944754682
"[6, 14, 16, 27, 31, 33]",3.986617116494364,0.5,montecarlo,127,3,27,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",1,0.8277056277056277,0.87,0.0,0.128,0.6194704944754682
"[2, 9, 13, 19, 20, 26]",3.5136956418548064,0.5,montecarlo,89,3,24,1,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",3,0.8002164502164502,0.87,0.0,0.0,0.6194704944754682
"[6, 13, 14, 22, 31, 37]",4.208210561946731,0.5,montecarlo,123,3,31,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",3,0.8073593073593073,0.87,0.0,0.128,0.6194704944754682
"[4, 7, 9, 13, 22, 28]",3.4003030427708207,0.5,montecarlo,83,3,24,1,"{np.int64(0): 3, np.int64(1): 1, np.int64(2): 2}",2,0.800865800865801,0.87,0.0,0.0,0.6194704944754682
"[6, 7, 25, 27, 31, 32]",4.078711730006383,0.5,montecarlo,128,2,26,1,"{np.int64(0): 2, np.int64(2): 2, np.int64(3): 2}",2,0.8216450216450216,0.87,0.0,0.096,0.6194704944754682
"[6, 8, 21, 25, 34, 35]",3.8626640204093197,0.5,montecarlo,129,3,29,0,"{np.int64(0): 2, np.int64(2): 2, np.int64(3): 2}",0,0.8623376623376624,0.87,0.0,0.096,0.6194704944754682
"[1, 2, 9, 19, 25, 26]",3.561011388194742,0.5,montecarlo,82,2,25,1,"{np.int64(0): 3, np.int64(1): 1, np.int64(2): 2}",2,0.8222943722943723,0.87,0.0,0.0,0.6194704944754682
