combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[2, 8, 11, 19, 20, 21]",2.6004883886122414,0.5,lstm,81,3,19,1,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",3,0.6004645760743321,0.83,0.0,0.0,0.6357873447375917
"[9, 11, 16, 17, 20, 21]",2.11408522487397,0.5,lstm,94,2,12,1,"{np.int64(0): 1, np.int64(1): 4, np.int64(2): 1}",2,0.6045296167247387,0.7899999999999999,0.0,0.0,0.6357873447375917
"[6, 7, 11, 20, 21, 38]",3.742176375660057,0.5,lstm,103,3,32,1,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",2,0.5963995354239258,0.83,0.0,0.064,0.6357873447375917
"[2, 3, 11, 20, 21, 31]",3.1010708654674133,0.5,lstm,88,2,29,1,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",4,0.6138211382113821,0.83,0.0,0.032,0.6357873447375917
"[6, 11, 15, 16, 20, 21]",2.0243306602071116,0.5,lstm,89,3,15,1,"{np.int64(0): 1, np.int64(1): 4, np.int64(2): 1}",1,0.5882694541231128,0.83,0.0,0.032,0.6357873447375917
"[2, 11, 20, 21, 36, 39]",3.907621386796477,0.5,lstm,129,3,37,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",2,0.6219512195121952,0.83,0.0,0.064,0.6357873447375917
"[11, 14, 20, 21, 30, 38]",3.6437437937163626,0.5,lstm,134,4,27,1,"{np.int64(1): 3, np.int64(2): 2, np.int64(3): 1}",1,0.6260162601626016,0.83,0.0,0.064,0.6357873447375917
"[11, 16, 19, 20, 21, 32]",2.7045714290483076,0.5,lstm,119,3,21,1,"{np.int64(1): 4, np.int64(2): 1, np.int64(3): 1}",2,0.5963995354239258,0.83,0.0,0.032,0.6357873447375917
"[1, 11, 12, 20, 21, 31]",2.5802199901937084,0.5,lstm,96,2,30,3,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",2,0.6074332171893148,0.83,0.0,0.032,0.6357873447375917
"[10, 11, 19, 20, 21, 25]",3.0690954141296345,0.5,lstm,106,2,15,2,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",2,0.6097560975609757,0.71,0.0,0.0,0.6357873447375917
"[7, 11, 15, 20, 21, 25]",2.4989544049869,0.5,lstm,99,1,18,1,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",2,0.6178861788617886,0.83,0.0,0.0,0.6357873447375917
"[6, 7, 11, 20, 21, 28]",3.1500656277477144,0.5,lstm,93,3,22,1,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",2,0.5981416957026713,0.83,0.0,0.032,0.6357873447375917
"[3, 11, 18, 20, 21, 26]",3.135775550285041,0.5,lstm,99,3,23,1,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",2,0.6219512195121951,0.83,0.0,0.0,0.6357873447375917
"[8, 11, 20, 21, 33, 38]",3.635178017643243,0.5,lstm,131,3,30,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",1,0.5923344947735192,0.7899999999999999,0.0,0.064,0.6357873447375917
"[6, 11, 20, 21, 28, 39]",3.636211818203792,0.5,lstm,125,3,33,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",1,0.5963995354239258,0.83,0.0,0.064,0.6357873447375917
"[11, 20, 21, 22, 27, 40]",3.62339859868476,0.5,lstm,141,3,29,2,"{np.int64(1): 2, np.int64(2): 3, np.int64(3): 1}",1,0.6260162601626016,0.83,0.0,0.032,0.6357873447375917
"[3, 5, 11, 14, 20, 21]",2.786278594780265,0.5,lstm,74,2,18,1,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",3,0.6260162601626016,0.73,0.0,0.032,0.6357873447375917
