combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[1, 7, 9, 13, 31, 40]",5.0627272727272725,0.5,transformer_fallback,101,1,39,1,"{0: 3, 1: 1, 3: 2}",3,0.7818181818181819,1.0,0.0,1.0
"[6, 8, 16, 33, 34, 38]",5.5627272727272725,0.5,transformer_fallback,135,5,32,2,"{0: 2, 1: 1, 3: 3}",0,0.7818181818181819,0.95,0.0,1.0
"[5, 14, 16, 23, 25, 40]",5.865515151515151,0.5,transformer_fallback,123,3,35,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.7054545454545454,1.05,0.0,1.0
"[11, 23, 25, 28, 36, 37]",5.396727272727273,0.5,transformer_fallback,160,2,26,1,"{1: 1, 2: 3, 3: 2}",3,0.7418181818181818,0.9500000000000001,0.0,1.0
"[4, 12, 15, 19, 25, 35]",5.722121212121213,0.5,transformer_fallback,110,2,31,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.7636363636363637,1.05,0.0,1.0
