combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 9, 13, 21, 24, 28]",3.7218728422830893,0.5513725490196079,montecarlo,101,3,22,0,"{0: 2, 1: 1, 2: 3}",1,0.9121756487025948,0.87,0.0,0.064,0.5793607604792965
"[5, 6, 29, 32, 35, 37]",3.9585321385550563,0.46406862745098043,montecarlo,144,2,32,2,"{0: 2, 2: 1, 3: 3}",3,0.9212847033206315,0.87,0.0,0.128,0.5793607604792965
"[1, 18, 22, 28, 29, 30]",3.2796449949805604,0.4377941176470589,montecarlo,128,4,29,2,"{0: 1, 1: 1, 2: 4}",1,0.900290328434041,0.87,0.0,0.0,0.5793607604792965
"[1, 5, 18, 21, 25, 29]",3.3343297769404234,0.4155882352941177,montecarlo,99,1,28,2,"{0: 2, 1: 1, 2: 3}",2,0.8951007076755579,0.87,0.0,0.0,0.5793607604792965
"[4, 9, 13, 20, 26, 28]",3.6779730340007326,0.5168137254901961,montecarlo,100,4,24,0,"{0: 2, 1: 2, 2: 2}",1,0.9089820359281438,0.87,0.0,0.0,0.5793607604792965
"[3, 5, 18, 21, 25, 30]",3.922824516594773,0.48593137254901964,montecarlo,102,2,27,1,"{0: 2, 1: 1, 2: 3}",2,0.9056976955180548,0.87,0.0,0.0,0.5793607604792965
"[8, 16, 20, 23, 26, 33]",3.7007507822225656,0.5486764705882353,montecarlo,126,4,25,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.9038831428052985,0.87,0.0,0.032,0.5793607604792965
"[5, 13, 21, 22, 31, 32]",3.910122761479108,0.4328921568627451,montecarlo,124,2,27,2,"{0: 1, 1: 1, 2: 2, 3: 2}",3,0.8980947196516058,0.87,0.0,0.064,0.5793607604792965
"[7, 22, 23, 27, 29, 37]",2.610182939466225,0.3986274509803922,montecarlo,145,1,30,3,"{0: 1, 2: 4, 3: 1}",4,0.8947559426601343,0.87,0.0,0.032,0.5793607604792965
"[4, 8, 13, 18, 26, 37]",3.8046034263258353,0.5241666666666668,montecarlo,106,4,33,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.9113228089275993,0.87,0.0,0.032,0.5793607604792965
"[2, 6, 16, 24, 25, 26]",3.1086404287205007,0.33558823529411763,montecarlo,99,5,24,0,"{0: 2, 1: 1, 2: 3}",1,0.9037016875340229,0.87,0.0,0.064,0.5793607604792965
"[4, 9, 13, 22, 23, 29]",3.8758091221869146,0.4434803921568628,montecarlo,100,2,25,2,"{0: 2, 1: 1, 2: 3}",3,0.9017238250771185,0.87,0.0,0.0,0.5793607604792965
"[2, 6, 26, 27, 35, 37]",3.839815102006388,0.5172549019607844,montecarlo,133,3,35,1,"{0: 2, 2: 2, 3: 2}",2,0.9087098530212303,0.87,0.0,0.096,0.5793607604792965
"[2, 8, 16, 21, 26, 27]",3.6614387023573536,0.4434803921568628,montecarlo,100,4,25,2,"{0: 2, 1: 1, 2: 3}",1,0.8941208492106696,0.87,0.0,0.0,0.5793607604792965
"[2, 6, 20, 27, 34, 37]",3.8371422503542427,0.515343137254902,montecarlo,126,4,35,1,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.8995282162946834,0.87,0.0,0.096,0.5793607604792965
"[4, 5, 13, 16, 17, 32]",3.4773622968238986,0.5142763529411765,montecarlo,87,3,28,1,"{0: 2, 1: 3, 3: 1}",3,0.8995100707675558,0.87,0.0,0.032,0.5793607604792965
"[7, 8, 17, 22, 32, 37]",3.928331175610409,0.5318253333333334,montecarlo,123,3,30,2,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.9020685900925421,0.87,0.0,0.064,0.5793607604792965
"[6, 13, 18, 19, 30, 31]",4.283523750244739,0.6090270588235294,apriori,117,3,25,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.8892215568862275,0.87,0.0,0.064,0.5793607604792965
"[2, 7, 15, 26, 35, 37]",4.28072149680497,0.5617811764705882,apriori,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.9086735619669751,0.87,0.0,0.064,0.5793607604792965
