combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[1, 15, 19, 20, 29, 40]",2.8871477897218276,0.5,default,124,2,39,2,"{0: 1, 1: 3, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.0,0.5793607604792965
"[1, 10, 14, 24, 29, 40]",2.8276667516459537,0.5,default,118,4,39,2,"{0: 2, 1: 1, 2: 2, 3: 1}",1,1.0,0.83,0.0,0.064,0.5793607604792965
"[2, 18, 24, 33, 34, 40]",2.3247816115499242,0.5,default,151,5,38,1,"{0: 1, 1: 1, 2: 1, 3: 3}",1,1.0,0.83,0.0,0.096,0.5793607604792965
"[15, 29, 32, 37, 38, 40]",2.7979262326080168,0.5,default,191,3,25,2,"{1: 1, 2: 1, 3: 4}",2,1.0,0.69,0.0,0.096,0.5793607604792965
"[8, 11, 14, 20, 25, 26]",2.809127207310616,0.5,default,104,4,18,1,"{0: 1, 1: 3, 2: 2}",1,1.0,0.83,0.0,0.032,0.5793607604792965
"[1, 4, 11, 22, 27, 33]",3.01190347347837,0.5,default,98,2,32,2,"{0: 2, 1: 1, 2: 2, 3: 1}",1,1.0,0.83,0.0,0.032,0.5793607604792965
"[2, 9, 18, 29, 30, 32]",3.4850480945364617,0.5,default,120,4,30,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,1.0,0.87,0.0,0.032,0.5793607604792965
"[1, 3, 11, 18, 26, 35]",3.108463600224919,0.5,default,94,2,34,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.83,0.0,0.032,0.5793607604792965
"[17, 19, 23, 24, 27, 29]",1.7855898637971919,0.5,default,139,1,12,2,"{1: 2, 2: 4}",4,1.0,0.79,0.0,0.032,0.5793607604792965
"[17, 21, 23, 27, 29, 30]",2.0567306997015025,0.5,default,147,1,13,2,"{1: 1, 2: 5}",3,1.0,0.87,0.0,0.0,0.5793607604792965
"[1, 7, 16, 29, 30, 35]",3.4850480945364617,0.5,default,118,2,34,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,1.0,0.87,0.0,0.032,0.5793607604792965
"[8, 16, 26, 30, 31, 32]",3.40702751212525,0.5,default,143,5,24,1,"{0: 1, 1: 1, 2: 2, 3: 2}",1,1.0,0.87,0.0,0.064,0.5793607604792965
"[2, 27, 28, 29, 30, 31]",3.2339917649954337,0.5,default,147,3,29,2,"{0: 1, 2: 4, 3: 1}",3,1.0,0.75,0.0,0.032,0.5793607604792965
"[2, 15, 17, 24, 28, 38]",3.503587638871799,0.5,default,124,4,36,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.064,0.5793607604792965
"[6, 14, 17, 19, 29, 36]",3.6186873099536863,0.5,default,121,3,30,1,"{0: 1, 1: 3, 2: 1, 3: 1}",3,1.0,0.87,0.0,0.096,0.5793607604792965
"[1, 26, 29, 31, 32, 38]",3.00070249877577,0.5,default,157,3,37,1,"{0: 1, 2: 2, 3: 3}",2,1.0,0.83,0.0,0.096,0.5793607604792965
"[6, 11, 24, 26, 36, 37]",3.6855069176622983,0.5,default,140,4,31,0,"{0: 1, 1: 1, 2: 2, 3: 2}",2,1.0,0.83,0.0,0.128,0.5793607604792965
"[8, 19, 26, 32, 38, 39]",3.048982562149045,0.5,default,162,4,31,1,"{0: 1, 1: 1, 2: 1, 3: 3}",1,1.0,0.73,0.0,0.096,0.5793607604792965
"[20, 24, 29, 36, 37, 38]",2.584721472751635,0.5,default,184,4,18,1,"{1: 1, 2: 2, 3: 3}",2,1.0,0.65,0.0,0.128,0.5793607604792965
"[18, 27, 29, 34, 36, 39]",2.469621801669748,0.5,default,183,3,21,2,"{1: 1, 2: 2, 3: 3}",1,1.0,0.69,0.0,0.096,0.5793607604792965
"[7, 10, 13, 28, 34, 39]",3.503587638871799,0.5,default,131,3,32,0,"{0: 2, 1: 1, 2: 1, 3: 2}",2,1.0,0.83,0.0,0.064,0.5793607604792965
"[6, 18, 23, 26, 34, 39]",3.425567056460588,0.5,default,146,4,33,0,"{0: 1, 1: 1, 2: 2, 3: 2}",1,1.0,0.83,0.0,0.096,0.5793607604792965
"[5, 7, 12, 15, 32, 33]",3.503587638871799,0.5,default,104,2,28,1,"{0: 2, 1: 2, 3: 2}",2,1.0,0.83,0.0,0.064,0.5793607604792965
"[3, 15, 20, 26, 33, 37]",3.503587638871799,0.5,default,134,2,34,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,1.0,0.87,0.0,0.064,0.5793607604792965
"[15, 20, 23, 25, 33, 40]",2.867063283358546,0.5,default,156,2,25,1,"{1: 2, 2: 2, 3: 2}",1,1.0,0.83,0.0,0.032,0.5793607604792965
