combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[3, 12, 19, 20, 22, 40]",5.983333333333333,0.5,default,116,4,37,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,1.0,1.05,0.0,1.0
"[1, 3, 12, 19, 20, 40]",4.333333333333334,0.5,default,95,3,39,0,"{0: 2, 1: 3, 3: 1}",2,1.0,0.9,0.0,1.0
"[1, 20, 21, 22, 27, 40]",4.65,0.5,default,131,3,39,0,"{0: 1, 1: 1, 2: 3, 3: 1}",0,1.0,1.1,0.0,1.0
"[2, 5, 9, 17, 21, 40]",4.500000000000001,0.5,default,94,2,38,0,"{0: 3, 1: 1, 2: 1, 3: 1}",3,1.0,0.9,0.0,1.0
"[5, 7, 18, 25, 26, 40]",5.983333333333333,0.5,default,121,3,35,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,1.0,1.05,0.0,1.0
"[3, 4, 7, 30, 37, 40]",6.65,0.5,default,121,3,37,0,"{0: 3, 2: 1, 3: 2}",3,1.0,1.1,0.0,1.0
"[1, 9, 14, 30, 37, 40]",5.066666666666667,0.5,default,131,3,39,0,"{0: 2, 1: 1, 2: 1, 3: 2}",1,1.0,1.1,0.0,1.0
"[19, 21, 29, 31, 39, 40]",4.500000000000001,0.5,default,179,1,21,0,"{1: 1, 2: 2, 3: 3}",3,1.0,0.7999999999999999,0.0,1.0
"[1, 4, 5, 7, 20, 29]",4.9,0.5,default,66,2,28,0,"{0: 4, 1: 1, 2: 1}",3,1.0,0.8,0.0,1.0
"[18, 19, 20, 21, 23, 26]",3.9833333333333334,0.5,default,127,3,8,0,"{1: 3, 2: 3}",2,1.0,0.8749999999999999,0.0,1.0
"[1, 5, 7, 20, 27, 30]",5.333333333333334,0.5,default,90,2,29,0,"{0: 3, 1: 1, 2: 2}",2,1.0,0.9500000000000001,0.0,1.0
"[1, 5, 10, 18, 19, 26]",5.333333333333334,0.5,default,79,3,25,0,"{0: 3, 1: 2, 2: 1}",2,1.0,0.9,0.0,1.0
"[4, 5, 16, 22, 23, 25]",4.333333333333334,0.5,default,95,3,21,0,"{0: 2, 1: 1, 2: 3}",2,1.0,0.9,0.0,1.0
"[1, 3, 7, 12, 14, 22]",4.333333333333334,0.5,default,59,3,21,0,"{0: 3, 1: 2, 2: 1}",2,1.0,0.9,0.0,1.0
"[5, 7, 18, 22, 23, 27]",6.15,0.5,default,102,2,22,0,"{0: 2, 1: 1, 2: 3}",3,1.0,1.05,0.0,1.0
"[2, 7, 13, 15, 27, 29]",4.750000000000001,0.5,default,93,1,27,0,"{0: 2, 1: 2, 2: 2}",4,1.0,0.7999999999999999,0.0,1.0
"[7, 16, 18, 22, 25, 30]",5.816666666666667,0.5,default,118,4,23,0,"{0: 1, 1: 2, 2: 3}",1,1.0,1.05,0.0,1.0
"[3, 9, 17, 20, 24, 37]",6.15,0.5,default,110,2,34,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,1.0,1.05,0.0,1.0
"[5, 13, 17, 22, 30, 34]",6.15,0.5,default,121,3,29,0,"{0: 1, 1: 2, 2: 2, 3: 1}",3,1.0,1.05,0.0,1.0
"[4, 11, 15, 22, 28, 32]",5.816666666666667,0.5,default,112,4,28,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,1.0,1.05,0.0,1.0
"[1, 4, 5, 6, 18, 30]",4.566666666666667,0.5,default,64,4,29,0,"{0: 4, 1: 1, 2: 1}",1,1.0,0.85,0.0,1.0
"[2, 12, 21, 26, 27, 32]",5.816666666666667,0.5,default,120,4,30,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,1.0,1.1,0.0,1.0
