combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[10, 13, 16, 24, 30, 39]",5.7293939393939395,0.5,transformer_fallback,132,4,29,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.7818181818181819,1.05,0.0,1.0
"[7, 8, 17, 22, 23, 33]",6.039454545454546,0.5,transformer_fallback,110,2,26,2,"{0: 2, 1: 1, 2: 2, 3: 1}",3,0.7236363636363636,1.05,0.0,1.0
"[2, 7, 10, 26, 27, 28]",4.874242424242424,0.5,transformer_fallback,100,4,26,2,"{0: 3, 2: 3}",2,0.7272727272727273,1.1,0.0,1.0
"[1, 17, 21, 27, 29, 37]",5.3554545454545455,0.5,transformer_fallback,132,0,36,0,"{0: 1, 1: 1, 2: 3, 3: 1}",3,0.7636363636363637,0.95,0.0,1.0
"[6, 7, 22, 34, 36, 38]",5.9633939393939395,0.5,transformer_fallback,143,5,32,1,"{0: 2, 2: 1, 3: 3}",1,0.7418181818181818,1.0,0.0,1.0
