combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[8, 10, 11, 13, 15, 25]",6.764918374534028,0.5,lstm,82,2,17,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",2,0.5466666666666666,0.8099999999999999,0.0,0.032,1.7196030438571497
"[1, 8, 10, 12, 13, 34]",8.220848951666415,0.5,lstm,78,4,33,0,"{np.int64(0): 3, np.int64(1): 2, np.int64(3): 1}",1,0.5000000000000001,0.71,0.0,0.064,1.7196030438571497
"[3, 8, 10, 12, 13, 16]",5.013216073858211,0.5,lstm,62,4,13,0,"{np.int64(0): 3, np.int64(1): 3}",2,0.5000000000000001,0.61,0.0,0.032,1.7196030438571497
"[7, 10, 12, 13, 21, 28]",6.8749729693408845,0.5,lstm,91,3,21,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",2,0.6266666666666666,0.85,0.0,0.064,1.7196030438571497
"[8, 10, 11, 12, 13, 24]",6.6656727131457005,0.5,lstm,78,4,16,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",2,0.4023809523809524,0.71,0.0,0.032,1.7196030438571497
"[8, 10, 12, 13, 30, 38]",9.823518988541277,0.5,lstm,111,5,30,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",1,0.5000000000000001,0.85,0.0,0.096,1.7196030438571497
"[8, 10, 11, 12, 13, 31]",8.671876264312376,0.5,lstm,85,3,23,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(3): 1}",3,0.4023809523809524,0.8099999999999999,0.0,0.032,1.7196030438571497
"[8, 10, 11, 12, 13, 37]",8.726903561715805,0.5,lstm,91,3,29,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(3): 1}",3,0.4023809523809524,0.8099999999999999,0.0,0.064,1.7196030438571497
"[8, 10, 11, 12, 13, 32]",8.38527575700285,0.5,lstm,86,4,24,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(3): 1}",2,0.4023809523809524,0.8099999999999999,0.0,0.032,1.7196030438571497
"[4, 8, 9, 11, 12, 13]",5.045315330676877,0.5,lstm,57,3,9,0,"{np.int64(0): 3, np.int64(1): 3}",2,0.5466666666666666,0.56,0.0,0.032,1.7196030438571497
