combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[4, 5, 12, 21, 22, 28]",5.099924242424243,0.5,combined,92,4,24,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 3}",1,0.8331439393939394,0.9500000000000001,0.0,1.0
"[4, 6, 7, 10, 33, 37]",3.409469696969697,0.5,combined,97,3,33,0,"{np.int64(0): 4, np.int64(3): 2}",2,0.8153409090909092,0.9,0.0,1.0
"[1, 5, 11, 20, 26, 38]",6.182878787878788,0.5,combined,101,3,37,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",2,0.8738636363636363,1.1,0.0,1.0
"[9, 13, 32, 37, 38, 39]",4.6824242424242435,0.5,combined,168,2,30,0,"{np.int64(0): 1, np.int64(1): 1, np.int64(3): 4}",2,0.8727272727272728,0.9,0.0,1.0
"[4, 7, 17, 21, 22, 28]",5.006969696969697,0.5,combined,99,3,24,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 3}",2,0.8090909090909091,0.9,0.0,1.0
"[2, 3, 4, 8, 17, 35]",4.848636363636364,0.5,combined,69,3,33,0,"{np.int64(0): 4, np.int64(1): 1, np.int64(3): 1}",3,0.8715909090909091,0.85,0.0,1.0
"[2, 15, 20, 33, 35, 37]",5.920151515151515,0.5,combined,142,2,35,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(3): 3}",2,0.8420454545454545,1.05,0.0,1.0
"[2, 15, 24, 30, 38, 40]",5.010757575757576,0.5,combined,149,5,38,0,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 2, np.int64(3): 2}",1,0.8602272727272727,0.95,0.0,1.0
"[9, 10, 21, 23, 34, 37]",5.922424242424242,0.5,combined,134,2,28,0,"{np.int64(0): 2, np.int64(2): 2, np.int64(3): 2}",2,0.8477272727272727,1.1,0.0,1.0
"[2, 4, 5, 10, 12, 29]",4.838484848484849,0.5,combined,62,4,27,0,"{np.int64(0): 4, np.int64(1): 1, np.int64(2): 1}",3,0.8462121212121212,0.9,0.0,1.0
"[7, 17, 20, 22, 28, 34]",5.919924242424242,0.5,combined,128,4,27,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",2,0.8414772727272728,1.05,0.0,1.0
"[11, 21, 24, 26, 32, 34]",5.765757575757576,0.5,combined,148,4,23,0,"{np.int64(1): 1, np.int64(2): 3, np.int64(3): 2}",1,0.8727272727272727,1.1,0.0,1.0
"[6, 10, 16, 33, 37, 40]",6.010075757575758,0.5,combined,142,4,34,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(3): 3}",1,0.8585227272727273,1.05,0.0,1.0
"[7, 11, 13, 29, 30, 37]",5.59,0.5,combined,127,1,30,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",5,0.85,1.0,0.0,1.0
"[7, 14, 15, 19, 28, 38]",5.92969696969697,0.5,combined,121,3,31,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",2,0.865909090909091,1.05,0.0,1.0
"[1, 2, 21, 25, 30, 31]",6.182878787878788,0.5,combined,110,2,30,0,"{np.int64(0): 2, np.int64(2): 3, np.int64(3): 1}",2,0.8738636363636364,1.1,0.0,1.0
