combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[15, 17, 19, 22, 23, 40]",4.522672307834367,0.6051447058823529,lstm_v2,136,2,25,1,"{1: 3, 2: 2, 3: 1}",3,0.8784844021957424,0.83,0.0,0.0,0.5934653640171786
"[15, 17, 20, 21, 23, 40]",4.391323500620898,0.602904705882353,lstm_v2,136,2,25,1,"{1: 3, 2: 2, 3: 1}",2,0.8538447806489043,0.83,0.0,0.0,0.5934653640171786
"[8, 11, 14, 20, 22, 40]",4.294947585786985,0.5498427450980393,lstm_v2,115,5,32,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.9135582630427991,0.83,0.0,0.032,0.5934653640171786
"[14, 16, 20, 22, 23, 40]",4.278687008339362,0.5338525490196079,lstm_v2,135,5,26,1,"{1: 3, 2: 2, 3: 1}",1,0.8683536394876601,0.83,0.0,0.032,0.5934653640171786
"[9, 15, 16, 21, 23, 40]",4.260134430283006,0.5533254901960785,lstm_v2,124,2,31,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8581470076315437,0.83,0.0,0.0,0.5934653640171786
"[15, 17, 19, 20, 24, 40]",3.9863783842461338,0.6952992156862745,lstm_v2,135,3,25,1,"{1: 4, 2: 1, 3: 1}",2,0.8697282099343955,0.83,0.0,0.032,0.5934653640171786
"[16, 18, 19, 20, 24, 40]",3.827681297878658,0.522856862745098,lstm_v2,137,5,24,1,"{1: 4, 2: 1, 3: 1}",1,0.8550452983442675,0.83,0.0,0.032,0.5934653640171786
"[2, 12, 15, 20, 22, 40]",3.5248215604033497,0.5324207843137254,lstm_v2,111,5,38,2,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.892658544204936,0.83,0.0,0.0,0.5934653640171786
"[15, 17, 19, 21, 23, 40]",4.513662354773661,0.5771725490196078,lstm_v2,135,1,25,1,"{1: 3, 2: 2, 3: 1}",3,0.8649038246976392,0.75,0.0,0.0,0.5934653640171786
"[15, 16, 20, 21, 23, 40]",4.268018412833073,0.6263858823529411,lstm_v2,135,3,25,1,"{1: 3, 2: 2, 3: 1}",1,0.8408800821171956,0.83,0.0,0.0,0.5934653640171786
"[6, 9, 13, 21, 24, 28]",3.80521401685868,0.5450845490196078,montecarlo,101,3,22,1,"{0: 2, 1: 1, 2: 3}",1,0.8886285535770072,0.87,0.0,0.064,0.5934653640171786
"[7, 9, 18, 19, 23, 34]",3.9900529751505496,0.48251862745098045,montecarlo,110,2,27,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.8785379568884724,0.87,0.0,0.032,0.5934653640171786
"[1, 18, 22, 28, 30, 31]",3.775914838080462,0.47366909803921575,montecarlo,130,4,30,1,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8978444236176195,0.87,0.0,0.032,0.5934653640171786
"[9, 13, 18, 24, 25, 27]",3.120513869225913,0.490087568627451,montecarlo,116,2,18,2,"{0: 1, 1: 2, 2: 3}",1,0.8767349488998973,0.87,0.0,0.032,0.5934653640171786
"[1, 5, 18, 20, 25, 29]",3.426366899720159,0.5077647450980393,montecarlo,98,2,28,1,"{0: 2, 1: 2, 2: 2}",2,0.8738519212746017,0.87,0.0,0.0,0.5934653640171786
"[4, 10, 13, 20, 26, 29]",3.871664497419497,0.513026705882353,montecarlo,102,4,25,2,"{0: 2, 1: 2, 2: 2}",2,0.8937519525148391,0.83,0.0,0.0,0.5934653640171786
"[3, 16, 18, 20, 25, 31]",3.901672514011678,0.6259950980392156,montecarlo,113,3,28,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8589190877850672,0.87,0.0,0.032,0.5934653640171786
"[8, 16, 19, 25, 26, 35]",3.7925358477659183,0.5723856078431373,montecarlo,129,3,27,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8941893158388003,0.87,0.0,0.032,0.5934653640171786
"[9, 15, 21, 23, 26, 32]",3.7797569602230534,0.508949137254902,montecarlo,126,2,23,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8885035926273039,0.87,0.0,0.032,0.5934653640171786
"[1, 13, 14, 15, 17, 24]",2.924557830543213,0.47716654901960787,montecarlo,84,2,23,2,"{0: 1, 1: 4, 2: 1}",2,0.8957200874726647,0.87,0.0,0.064,0.5934653640171786
"[4, 9, 13, 18, 26, 37]",3.9014577138838002,0.5857508235294118,montecarlo,107,3,33,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.8855357700718526,0.87,0.0,0.032,0.5934653640171786
"[3, 21, 25, 28, 38, 40]",3.3569985931809,0.5786916862745098,montecarlo,155,3,37,1,"{0: 1, 2: 3, 3: 2}",1,0.9037800687285223,0.83,0.0,0.032,0.5934653640171786
