combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[3, 5, 13, 20, 21, 40]",4.6481961037929524,0.5334447058823529,lstm_v2,102,2,37,2,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.8445241892610313,0.83,0.0,0.0,0.5934653640171786
"[6, 7, 20, 21, 37, 40]",4.567007334143807,0.5609772549019608,lstm_v2,131,3,34,1,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.8430622009569378,0.83,0.0,0.064,0.5934653640171786
"[11, 16, 20, 21, 37, 40]",4.568712157153402,0.6844407843137255,lstm_v2,145,3,29,1,"{1: 3, 2: 1, 3: 2}",2,0.8387293992557151,0.83,0.0,0.032,0.5934653640171786
"[8, 18, 20, 21, 37, 40]",4.429531300119373,0.581195294117647,lstm_v2,144,4,32,1,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.8482987772461457,0.83,0.0,0.032,0.5934653640171786
"[3, 20, 21, 23, 28, 40]",4.388383313461592,0.6022792156862745,lstm_v2,135,3,37,1,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8443115364167996,0.83,0.0,0.0,0.5934653640171786
"[3, 17, 20, 21, 25, 40]",4.379598012185606,0.5578964705882353,lstm_v2,126,2,37,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8413343965975546,0.83,0.0,0.0,0.5934653640171786
"[5, 11, 20, 21, 30, 40]",4.39322868621183,0.6257286274509805,lstm_v2,127,3,35,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8465709728867624,0.83,0.0,0.0,0.5934653640171786
"[7, 14, 20, 21, 24, 40]",4.297293505752332,0.5566564705882353,lstm_v2,126,4,33,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8533758639021798,0.83,0.0,0.064,0.5934653640171786
"[8, 19, 20, 21, 24, 40]",4.273041285475685,0.5236494117647059,lstm_v2,132,4,32,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8554492291334397,0.83,0.0,0.032,0.5934653640171786
"[7, 12, 20, 21, 35, 40]",4.292434330315796,0.6339925490196079,lstm_v2,135,3,33,2,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.8545986177565125,0.83,0.0,0.032,0.5934653640171786
"[5, 14, 18, 20, 21, 40]",4.282204038703612,0.5797658823529411,lstm_v2,118,4,35,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8526581605528974,0.83,0.0,0.032,0.5934653640171786
"[15, 18, 20, 21, 31, 40]",4.2978275804834505,0.6794807843137255,lstm_v2,145,3,25,1,"{1: 3, 2: 1, 3: 2}",1,0.8454811270600744,0.83,0.0,0.032,0.5934653640171786
"[6, 15, 19, 20, 21, 40]",4.286199525921156,0.6100490196078432,lstm_v2,121,3,34,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.847953216374269,0.83,0.0,0.032,0.5934653640171786
