combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[5, 7, 8, 19, 20, 29]",5.384368159280432,0.49710784313725487,genetico,88,2,24,0,"{np.int64(0): 3, np.int64(1): 2, np.int64(2): 1}",4,0.8809474050853361,0.9,0.0,1.0
"[6, 23, 24, 26, 27, 28]",4.544902336804147,0.36535772549019613,montecarlo,134,4,22,0,"{np.int64(0): 1, np.int64(2): 5}",1,0.913549285963079,0.8500000000000001,0.0,1.0
"[3, 9, 10, 24, 29, 31]",6.680861092720307,0.4110440000000001,montecarlo,106,2,28,0,"{np.int64(0): 3, np.int64(2): 2, np.int64(3): 1}",3,0.9035179380006966,1.1,0.0,1.0
"[1, 4, 18, 20, 28, 32]",5.867304843567521,0.5338235294117647,transformer_fallback,103,5,31,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",0,0.8928944618599791,0.95,0.0,1.0
"[1, 12, 13, 16, 38, 40]",5.060890144159649,0.6116168627450982,transformer_fallback,120,4,39,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(3): 2}",1,0.9018460466736329,1.05,0.0,1.0
"[2, 7, 8, 35, 38, 40]",5.307457646444159,0.43291176470588244,clustering,130,4,38,0,"{np.int64(0): 3, np.int64(3): 3}",2,0.8927899686520375,1.05,0.0,1.0
"[3, 4, 6, 7, 17, 39]",6.155821354518819,0.3600686274509804,clustering,76,2,36,0,"{np.int64(0): 4, np.int64(1): 1, np.int64(3): 1}",3,0.8996168582375479,0.85,0.0,1.0
"[5, 12, 18, 24, 29, 36]",5.944591038609801,0.5262254901960784,lstm,124,4,31,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",2,0.883475145544111,1.05,0.0,1.0
"[5, 6, 12, 18, 24, 29]",5.01775409338239,0.44946078431372555,lstm,94,4,24,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",2,0.8739563118873463,0.9,0.0,1.0
"[5, 6, 12, 18, 24, 29]",6.238483057904458,0.44946078431372555,lstm_v2,94,4,24,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",2,0.8739563118873463,0.9,0.0,1.0
"[3, 7, 15, 24, 30, 39]",6.52334182294343,0.4990832156862745,montecarlo,118,2,36,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 2, np.int64(3): 1}",2,0.9021595262974573,1.05,0.0,1.0
"[6, 10, 16, 20, 24, 40]",5.349319172503945,0.3966322352941176,montecarlo,116,6,34,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",0,0.8871125043538837,0.95,0.0,1.0
"[1, 3, 13, 18, 20, 21]",4.670414056434528,0.47427929411764713,montecarlo,76,2,20,0,"{np.int64(0): 2, np.int64(1): 3, np.int64(2): 1}",2,0.8896900034831069,0.9,0.0,1.0
"[2, 14, 16, 18, 28, 33]",6.337910055983772,0.49050478431372546,montecarlo,111,5,31,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",1,0.903239289446186,0.95,0.0,1.0
"[7, 8, 10, 12, 19, 30]",5.517600105566825,0.4532008627450981,montecarlo,86,4,23,0,"{np.int64(0): 3, np.int64(1): 2, np.int64(2): 1}",2,0.8976663183559735,0.9,0.0,1.0
"[4, 5, 8, 17, 26, 29]",5.9649176061302684,0.4902106666666667,montecarlo,89,3,25,0,"{np.int64(0): 3, np.int64(1): 1, np.int64(2): 2}",3,0.9042145593869731,0.9,0.0,1.0
"[2, 8, 18, 24, 26, 31]",6.498822271444669,0.42138713725490196,montecarlo,109,5,29,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 2, np.int64(3): 1}",2,0.8994078718216649,0.95,0.0,1.0
"[13, 28, 31, 36, 38, 40]",5.151483585395538,0.5824165490196079,montecarlo,186,4,27,0,"{np.int64(1): 1, np.int64(2): 1, np.int64(3): 4}",2,0.9092998955067921,0.9,0.0,1.0
"[10, 19, 24, 27, 30, 37]",6.555551480369619,0.6012890980392157,montecarlo,147,3,27,0,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 3, np.int64(3): 1}",2,0.905677464298154,1.05,0.0,1.0
"[2, 6, 18, 29, 32, 36]",6.501455920306514,0.43854400000000004,montecarlo,123,5,34,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 1, np.int64(3): 2}",2,0.8936955764541972,0.95,0.0,1.0
"[6, 9, 10, 31, 32, 38]",5.209608669912104,0.39555380392156864,montecarlo,126,4,32,0,"{np.int64(0): 3, np.int64(3): 3}",1,0.903657262277952,1.1,0.0,1.0
"[10, 11, 20, 25, 37, 38]",6.792472034798287,0.5472694901960784,montecarlo,141,3,28,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",2,0.9127830024381749,1.1,0.0,1.0
