combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[3, 20, 21, 23, 24, 39]",6.451362379152206,0.5,lstm,130,2,36,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.6921850079744816,0.83,0.0,0.064,1.088983219641746
"[2, 20, 23, 24, 31, 33]",6.649880372780678,0.5,lstm,133,3,31,1,"{0: 1, 1: 1, 2: 2, 3: 2}",3,0.7312599681020733,0.87,0.0,0.064,1.088983219641746
"[4, 10, 20, 21, 23, 24]",5.255162074797663,0.5,lstm,102,4,20,0,"{0: 2, 1: 1, 2: 3}",1,0.7027113237639553,0.7899999999999999,0.0,0.128,1.088983219641746
"[21, 23, 24, 31, 39, 40]",3.573963033358463,0.5,lstm,178,2,19,0,"{2: 3, 3: 3}",2,0.7114832535885167,0.69,0.0,0.064,1.088983219641746
"[2, 20, 21, 23, 24, 26]",5.767960278251673,0.5,lstm,116,4,24,0,"{0: 1, 1: 1, 2: 4}",2,0.6232854864433812,0.79,0.0,0.064,1.088983219641746
"[3, 7, 21, 23, 24, 25]",4.830767772268317,0.5,lstm,103,1,22,0,"{0: 2, 2: 4}",3,0.6350877192982456,0.79,0.0,0.032,1.088983219641746
"[21, 22, 24, 25, 26, 30]",3.190623571891145,0.5,lstm,148,4,9,1,{2: 6},0,0.6197767145135566,0.62,0.0,0.032,1.088983219641746
"[21, 23, 24, 25, 26, 33]",2.3543817208654545,0.5,lstm,152,2,12,1,"{2: 5, 3: 1}",1,0.5333333333333333,0.75,0.0,0.032,1.088983219641746
"[5, 22, 23, 25, 26, 33]",5.699883071627744,0.5,lstm,134,2,28,1,"{0: 1, 2: 4, 3: 1}",2,0.6269993164730008,0.87,0.0,0.0,1.088983219641746
"[5, 22, 23, 24, 25, 26]",3.4744569125326614,0.5,lstm,125,3,21,0,"{0: 1, 2: 5}",2,0.5180451127819548,0.79,0.0,0.0,1.088983219641746
"[17, 22, 23, 24, 25, 26]",3.4793696187866843,0.5,lstm,137,3,9,0,"{1: 1, 2: 5}",2,0.5293233082706768,0.7000000000000001,0.0,0.0,1.088983219641746
"[19, 22, 23, 24, 25, 26]",3.4793696187866843,0.5,lstm,139,3,7,0,"{1: 1, 2: 5}",2,0.5293233082706768,0.7000000000000001,0.0,0.0,1.088983219641746
"[22, 23, 24, 25, 26, 27]",3.3043353535183524,0.5,lstm,147,3,5,0,{2: 6},1,0.46416040100250644,0.62,0.0,0.032,1.088983219641746
"[14, 22, 23, 25, 27, 32]",4.487920423692111,0.5,lstm,143,3,18,1,"{1: 1, 2: 4, 3: 1}",1,0.6813397129186602,0.87,0.0,0.032,1.088983219641746
"[22, 23, 24, 25, 27, 40]",2.370102380878328,0.5,lstm,161,3,18,0,"{2: 5, 3: 1}",1,0.5694235588972432,0.61,0.0,0.032,1.088983219641746
"[21, 22, 23, 25, 26, 27]",3.3760727744180055,0.5,lstm,144,2,6,0,{2: 6},1,0.5488493962178171,0.62,0.0,0.064,1.088983219641746
"[23, 24, 25, 26, 27, 32]",2.356455974617153,0.5,lstm,157,3,9,0,"{2: 5, 3: 1}",1,0.5380952380952382,0.7000000000000001,0.0,0.032,1.088983219641746
"[10, 23, 24, 25, 26, 27]",3.372152534073886,0.5,lstm,135,3,17,0,"{0: 1, 2: 5}",1,0.5398496240601505,0.71,0.0,0.064,1.088983219641746
"[23, 24, 25, 26, 27, 28]",2.3602769683702824,0.5,lstm,153,3,5,0,{2: 6},1,0.5468671679197995,0.62,0.0,0.032,1.088983219641746
