combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 9, 13, 21, 24, 28]",3.719488612678238,0.5513725490196079,montecarlo,101,3,22,0,"{0: 2, 1: 1, 2: 3}",1,0.9028227480282275,0.87,0.0,0.064,0.5793607604792965
"[5, 6, 29, 32, 35, 37]",3.956862854670873,0.46406862745098043,montecarlo,144,2,32,2,"{0: 2, 2: 1, 3: 3}",3,0.9147364051473641,0.87,0.0,0.128,0.5793607604792965
"[1, 18, 22, 28, 29, 30]",3.2783381897806865,0.4377941176470589,montecarlo,128,4,29,2,"{0: 1, 1: 1, 2: 4}",1,0.8951639684516397,0.87,0.0,0.0,0.5793607604792965
"[1, 5, 18, 21, 25, 29]",3.331467617875488,0.4155882352941177,montecarlo,99,1,28,2,"{0: 2, 1: 1, 2: 3}",2,0.8838729763387297,0.87,0.0,0.0,0.5793607604792965
"[4, 9, 13, 20, 26, 28]",3.6752389036363744,0.5168137254901961,montecarlo,100,4,24,0,"{0: 2, 1: 2, 2: 2}",1,0.8982565379825653,0.87,0.0,0.0,0.5793607604792965
"[3, 5, 18, 21, 25, 30]",3.9201286902885677,0.48593137254901964,montecarlo,102,2,27,1,"{0: 2, 1: 1, 2: 3}",2,0.8951224574512245,0.87,0.0,0.0,0.5793607604792965
"[8, 16, 20, 23, 26, 33]",3.701596861521973,0.5486764705882353,montecarlo,126,4,25,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.9072021585720216,0.87,0.0,0.032,0.5793607604792965
"[5, 13, 21, 22, 31, 32]",3.9094126948526973,0.4328921568627451,montecarlo,124,2,27,2,"{0: 1, 1: 1, 2: 2, 3: 2}",3,0.8953092569530926,0.87,0.0,0.064,0.5793607604792965
"[7, 22, 23, 27, 29, 37]",2.6118795336052707,0.3986274509803922,montecarlo,145,1,30,3,"{0: 1, 2: 4, 3: 1}",4,0.9014113740141138,0.87,0.0,0.032,0.5793607604792965
"[4, 8, 13, 18, 26, 37]",3.8048122452235096,0.5241666666666668,montecarlo,106,4,33,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.9121419676214196,0.87,0.0,0.032,0.5793607604792965
"[2, 6, 16, 24, 25, 26]",3.1099295868067336,0.33558823529411763,montecarlo,99,5,24,0,"{0: 2, 1: 1, 2: 3}",1,0.9087588210875882,0.87,0.0,0.064,0.5793607604792965
"[4, 9, 13, 22, 23, 29]",3.875636522985655,0.43734439215686277,montecarlo,100,2,25,2,"{0: 2, 1: 1, 2: 3}",3,0.9052303860523039,0.87,0.0,0.0,0.5793607604792965
"[2, 6, 26, 27, 35, 37]",3.839969017692013,0.5109149019607844,montecarlo,133,3,35,1,"{0: 2, 2: 2, 3: 2}",2,0.9136363636363636,0.87,0.0,0.096,0.5793607604792965
"[6, 13, 18, 19, 30, 31]",4.282493447040483,0.6089670588235294,apriori,117,3,25,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.8855541718555417,0.87,0.0,0.064,0.5793607604792965
"[2, 7, 15, 26, 35, 37]",4.28072205399811,0.5616811764705882,apriori,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.9087380655873807,0.87,0.0,0.064,0.5793607604792965
"[14, 19, 22, 26, 33, 34]",3.377287662663285,0.5718372549019609,apriori,148,4,20,1,"{1: 2, 2: 2, 3: 2}",1,0.920381901203819,0.87,0.0,0.096,0.5793607604792965
"[1, 2, 20, 21, 22, 30]",3.4929208377612246,0.39771843137254903,apriori,96,4,29,1,"{0: 2, 1: 1, 2: 3}",1,0.8741801577418016,0.87,0.0,0.0,0.5793607604792965
"[8, 14, 15, 16, 21, 23]",2.707916776634042,0.5578772549019608,apriori,97,3,15,1,"{0: 1, 1: 3, 2: 2}",1,0.9054379410543794,0.87,0.0,0.032,0.5793607604792965
"[7, 8, 19, 33, 34, 35]",4.163930595793735,0.4569980392156863,apriori,136,2,28,1,"{0: 2, 1: 1, 3: 3}",2,0.904192611041926,0.87,0.0,0.096,0.5793607604792965
"[1, 7, 14, 17, 20, 23]",3.6305599082323665,0.5684082352941178,apriori,82,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.8832710668327106,0.87,0.0,0.032,0.5793607604792965
"[1, 6, 18, 21, 28, 35]",3.935517820964332,0.6066764705882353,apriori,109,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",0,0.8892901618929017,0.87,0.0,0.064,0.5793607604792965
"[6, 16, 19, 22, 25, 31]",4.173475110502061,0.6561047058823529,apriori,119,3,25,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.880738895807389,0.87,0.0,0.064,0.5793607604792965
"[1, 7, 8, 16, 22, 27]",2.7452650556416223,0.5123027450980393,apriori,81,3,26,3,"{0: 3, 1: 1, 2: 2}",1,0.8848899958488999,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 17, 18, 32, 33]",4.1594703820348204,0.5309627450980392,apriori,115,3,26,1,"{0: 2, 1: 2, 3: 2}",2,0.9085927770859278,0.87,0.0,0.064,0.5793607604792965
"[5, 8, 15, 16, 22, 23]",2.171531917500775,0.50586,apriori,89,3,18,3,"{0: 2, 1: 2, 2: 2}",2,0.9091531755915317,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 18, 23, 25, 30]",4.12408912749472,0.5719474509803922,apriori,111,3,23,1,"{0: 2, 1: 1, 2: 3}",2,0.8890826068908261,0.87,0.0,0.0,0.5793607604792965
"[1, 7, 8, 15, 17, 35]",3.4933367180325456,0.4274337254901961,apriori,83,1,34,1,"{0: 3, 1: 2, 3: 1}",2,0.8946035699460357,0.87,0.0,0.032,0.5793607604792965
