combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 13, 18, 19, 30, 31]",3.5690267601750585,0.5,combined,117,3,25,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.8657097288676237,0.87,0.0,0.064,0.5793607604792965
"[2, 7, 15, 26, 35, 37]",3.5668091113311187,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.856140350877193,0.87,0.0,0.064,0.5793607604792965
"[14, 19, 22, 26, 33, 34]",2.810428227965727,0.5,combined,148,4,20,1,"{1: 2, 2: 2, 3: 2}",1,0.8456140350877193,0.87,0.0,0.096,0.5793607604792965
"[1, 2, 20, 21, 22, 30]",2.9566618407758276,0.5,combined,96,4,29,1,"{0: 2, 1: 1, 2: 3}",1,0.8416267942583733,0.87,0.0,0.0,0.5793607604792965
"[8, 14, 15, 16, 21, 23]",2.2429429770457285,0.5,combined,97,3,15,1,"{0: 1, 1: 3, 2: 2}",1,0.8068580542264753,0.87,0.0,0.032,0.5793607604792965
"[7, 8, 19, 33, 34, 35]",3.4791047956347025,0.5,combined,136,2,28,1,"{0: 2, 1: 1, 3: 3}",2,0.8143540669856459,0.87,0.0,0.096,0.5793607604792965
"[1, 7, 14, 17, 20, 23]",3.0190831116106254,0.5,combined,82,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.8226475279106858,0.87,0.0,0.032,0.5793607604792965
"[1, 6, 18, 21, 28, 35]",3.2785332420259663,0.5,combined,109,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",0,0.8622009569377991,0.87,0.0,0.064,0.5793607604792965
"[6, 16, 19, 22, 25, 31]",3.4684748655094175,0.5,combined,119,3,25,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8484848484848485,0.87,0.0,0.064,0.5793607604792965
"[1, 7, 8, 16, 22, 27]",2.277941171884507,0.5,combined,81,3,26,3,"{0: 3, 1: 1, 2: 2}",1,0.7878787878787878,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 17, 18, 32, 33]",3.463004665027699,0.5,combined,115,3,26,1,"{0: 2, 1: 2, 3: 2}",2,0.8248803827751197,0.87,0.0,0.064,0.5793607604792965
"[5, 8, 15, 16, 22, 23]",1.7981343640910785,0.5,combined,89,3,18,3,"{0: 2, 1: 2, 2: 2}",2,0.8007974481658693,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 18, 23, 25, 30]",3.422746946347377,0.5,combined,111,3,23,1,"{0: 2, 1: 1, 2: 3}",2,0.8111642743221691,0.87,0.0,0.0,0.5793607604792965
"[1, 7, 8, 15, 17, 35]",2.9166831762417007,0.5,combined,83,1,34,1,"{0: 3, 1: 2, 3: 1}",2,0.7974481658692185,0.87,0.0,0.032,0.5793607604792965
"[8, 13, 15, 23, 27, 33]",3.4445390423204927,0.5,combined,119,1,25,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8251993620414673,0.87,0.0,0.032,0.5793607604792965
"[9, 14, 23, 29, 30, 34]",3.4749799687849743,0.5,combined,139,3,25,1,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.876555023923445,0.87,0.0,0.064,0.5793607604792965
"[5, 6, 14, 16, 24, 36]",3.417938344437434,0.5,combined,101,5,31,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8870813397129187,0.87,0.0,0.128,0.5793607604792965
"[1, 2, 18, 20, 22, 37]",3.591633842098323,0.5,combined,100,4,36,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.8349282296650717,0.87,0.0,0.032,0.5793607604792965
"[3, 22, 27, 31, 33, 37]",3.0662155417071615,0.5,combined,153,1,34,2,"{0: 1, 2: 2, 3: 3}",3,0.8660287081339713,0.87,0.0,0.096,0.5793607604792965
