combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 9, 13, 21, 24, 28]",3.616902118649572,0.5,montecarlo,101,3,22,1,"{0: 2, 1: 1, 2: 3}",1,0.8079254079254079,0.87,0.0,0.032,0.5713164843838174
"[7, 9, 18, 19, 23, 34]",3.8331820308404096,0.5,montecarlo,110,2,27,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.8349650349650349,0.87,0.0,0.032,0.5713164843838174
"[1, 18, 22, 28, 30, 31]",3.6440909236499914,0.5,montecarlo,130,4,30,1,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8433566433566434,0.87,0.0,0.064,0.5713164843838174
"[9, 13, 18, 24, 25, 27]",2.960210442701937,0.5,montecarlo,116,2,18,2,"{0: 1, 1: 2, 2: 3}",1,0.7682983682983683,0.87,0.0,0.0,0.5713164843838174
"[1, 5, 18, 20, 25, 29]",3.280938727550637,0.5,montecarlo,98,2,28,1,"{0: 2, 1: 2, 2: 2}",2,0.8093240093240093,0.87,0.0,0.0,0.5713164843838174
"[4, 10, 13, 20, 26, 29]",3.7096897753697538,0.5,montecarlo,102,4,25,2,"{0: 2, 1: 2, 2: 2}",2,0.8331002331002331,0.83,0.0,0.0,0.5713164843838174
"[3, 16, 18, 20, 25, 31]",3.7216434741199382,0.5,montecarlo,113,3,28,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8079254079254079,0.87,0.0,0.032,0.5713164843838174
"[8, 16, 19, 25, 26, 35]",3.6258087961497094,0.5,montecarlo,129,3,27,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8433566433566434,0.87,0.0,0.032,0.5713164843838174
"[9, 15, 21, 23, 26, 32]",3.6215898436496445,0.5,montecarlo,126,2,23,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8265734265734266,0.87,0.0,0.032,0.5713164843838174
"[1, 13, 14, 15, 17, 24]",2.7896358492618045,0.5,montecarlo,84,2,23,2,"{0: 1, 1: 4, 2: 1}",2,0.8503496503496504,0.87,0.0,0.032,0.5713164843838174
"[4, 9, 13, 18, 26, 37]",3.715549431619844,0.5,montecarlo,107,3,33,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.7836829836829837,0.87,0.0,0.032,0.5713164843838174
"[3, 21, 25, 28, 38, 40]",3.2026830183306796,0.5,montecarlo,155,3,37,1,"{0: 1, 2: 3, 3: 2}",1,0.8419580419580419,0.83,0.0,0.032,0.5713164843838174
"[4, 15, 19, 21, 22, 25]",2.971695368952114,0.5,montecarlo,106,2,21,0,"{0: 1, 1: 2, 2: 3}",1,0.813986013986014,0.87,0.0,0.0,0.5713164843838174
