epoch,train_loss,val_loss
1,0.08285648331046104,0.09036754816770554
2,0.07107696406543255,0.08876628428697586
3,0.05920171745121479,0.08288975805044174
4,0.05277810655534267,0.0791216790676117
5,0.049701645821332935,0.07612089812755585
6,0.0475902359932661,0.07207496464252472
7,0.0453494006767869,0.06847943365573883
8,0.042898609079420565,0.06383367627859116
