combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[14, 19, 20, 25, 27, 31]",3.843229210899224,0.634264705882353,clustering,136,2,17,1,"{1: 3, 2: 2, 3: 1}",2,0.8813438735177865,0.87,0.0,0.064,0.5934653640171786
"[6, 14, 16, 22, 34, 35]",4.384603018056261,0.5232352941176471,clustering,127,5,29,0,"{0: 1, 1: 2, 2: 1, 3: 2}",0,0.9099341238471673,0.87,0.0,0.128,0.5934653640171786
"[3, 5, 17, 18, 20, 40]",4.317321273612147,0.6364501960784315,genetico,103,3,37,1,"{0: 2, 1: 3, 3: 1}",3,0.8561528326745719,0.83,0.0,0.0,0.5934653640171786
"[1, 4, 20, 22, 25, 40]",3.27603002431083,0.536346274509804,genetico,112,4,39,2,"{0: 2, 1: 1, 2: 2, 3: 1}",0,0.8571014492753624,0.83,0.0,0.0,0.5934653640171786
"[4, 8, 20, 23, 25, 37]",3.899185223977129,0.5709803921568627,montecarlo,117,3,33,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8869038208168643,0.87,0.0,0.032,0.5934653640171786
"[13, 15, 19, 21, 25, 40]",3.5268628506426394,0.5729415686274509,lstm,133,1,27,2,"{1: 3, 2: 2, 3: 1}",2,0.8440316205533597,0.83,0.0,0.0,0.5934653640171786
"[13, 16, 19, 21, 24, 40]",3.5709142301878853,0.7059349019607843,lstm,133,3,27,2,"{1: 3, 2: 2, 3: 1}",2,0.8498550724637681,0.83,0.0,0.032,0.5934653640171786
"[5, 11, 16, 30, 33, 35]",3.575911718078548,0.5435784313725491,monte_carlo_inverse_fallback,130,2,30,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.9126745718050066,0.83,0.0,0.064,0.5934653640171786
"[3, 5, 13, 20, 21, 40]",4.640762594479357,0.5334447058823529,lstm_v2,102,2,37,2,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.8194729907773386,0.83,0.0,0.0,0.5934653640171786
"[6, 7, 20, 21, 37, 40]",4.562654041868346,0.5609972549019608,lstm_v2,131,3,34,1,"{0: 2, 1: 1, 2: 1, 3: 2}",2,0.8283794466403163,0.83,0.0,0.064,0.5934653640171786
"[11, 16, 20, 21, 37, 40]",4.5636549510321105,0.6844407843137255,lstm_v2,145,3,29,1,"{1: 3, 2: 1, 3: 2}",2,0.8216864295125165,0.83,0.0,0.032,0.5934653640171786
"[11, 17, 20, 21, 38, 40]",4.57056549023076,0.6868917647058823,lstm_v2,147,3,29,1,"{1: 3, 2: 1, 3: 2}",2,0.8435046113306983,0.83,0.0,0.032,0.5934653640171786
"[8, 18, 20, 21, 37, 40]",4.425109762687867,0.581215294117647,lstm_v2,144,4,32,1,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.8333860342555995,0.83,0.0,0.032,0.5934653640171786
"[3, 17, 20, 21, 25, 40]",4.373876587359868,0.5579364705882354,lstm_v2,126,2,37,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8220289855072465,0.83,0.0,0.0,0.5934653640171786
"[3, 20, 21, 23, 28, 40]",4.3841206260616445,0.6022992156862745,lstm_v2,135,3,37,1,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8299341238471674,0.83,0.0,0.0,0.5934653640171786
"[5, 11, 20, 21, 30, 40]",4.3869670103162495,0.6257086274509804,lstm_v2,127,3,35,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8254808959156785,0.83,0.0,0.0,0.5934653640171786
"[4, 16, 20, 21, 39, 40]",4.294411651468623,0.5344933333333333,lstm_v2,140,4,36,1,"{0: 1, 1: 2, 2: 1, 3: 2}",0,0.8376284584980238,0.83,0.0,0.032,0.5934653640171786
"[7, 14, 20, 21, 24, 40]",4.290790382390467,0.5566964705882353,lstm_v2,126,4,33,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8314361001317523,0.83,0.0,0.064,0.5934653640171786
"[5, 6, 20, 21, 34, 40]",4.276718366250182,0.48332313725490195,lstm_v2,126,4,35,1,"{0: 2, 1: 1, 2: 1, 3: 2}",1,0.8280368906455864,0.83,0.0,0.064,0.5934653640171786
"[7, 12, 20, 21, 35, 40]",4.287729992584635,0.6340525490196078,lstm_v2,135,3,33,2,"{0: 1, 1: 2, 2: 1, 3: 2}",1,0.8387088274044796,0.83,0.0,0.032,0.5934653640171786
"[8, 19, 20, 21, 24, 40]",4.267240784363486,0.5236694117647059,lstm_v2,132,4,32,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8358893280632411,0.83,0.0,0.032,0.5934653640171786
"[5, 14, 18, 20, 21, 40]",4.27293126520469,0.5797858823529412,lstm_v2,118,4,35,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8213965744400528,0.83,0.0,0.032,0.5934653640171786
"[15, 18, 20, 21, 31, 40]",4.29504323512723,0.6795207843137254,lstm_v2,145,3,25,1,"{1: 3, 2: 1, 3: 2}",1,0.8360737812911726,0.83,0.0,0.032,0.5934653640171786
"[6, 15, 19, 20, 21, 40]",4.280323840677493,0.6101090196078431,lstm_v2,121,3,34,1,"{0: 1, 1: 3, 2: 1, 3: 1}",1,0.8281159420289855,0.83,0.0,0.032,0.5934653640171786
"[9, 10, 17, 20, 21, 40]",4.2624866594029145,0.571573725490196,lstm_v2,117,3,31,2,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8551251646903821,0.83,0.0,0.0,0.5934653640171786
"[11, 20, 21, 25, 26, 40]",4.2595357831133995,0.6033964705882353,lstm_v2,143,3,29,1,"{1: 2, 2: 3, 3: 1}",1,0.8260869565217391,0.83,0.0,0.0,0.5934653640171786
"[4, 15, 20, 21, 23, 40]",4.264068574331664,0.6188866666666668,lstm_v2,123,3,36,1,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.832068511198946,0.83,0.0,0.0,0.5934653640171786
"[7, 15, 20, 21, 27, 40]",4.252929722692691,0.5607584313725491,lstm_v2,130,2,33,2,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.829407114624506,0.83,0.0,0.0,0.5934653640171786
"[6, 9, 13, 21, 24, 28]",3.8062774131559443,0.5450845490196078,montecarlo,101,3,22,1,"{0: 2, 1: 1, 2: 3}",1,0.8927009222661396,0.87,0.0,0.064,0.5934653640171786
"[7, 9, 18, 19, 23, 34]",3.9981136765609455,0.48251862745098045,montecarlo,110,2,27,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.909407114624506,0.87,0.0,0.032,0.5934653640171786
"[1, 18, 22, 28, 30, 31]",3.7800625872828895,0.47366909803921575,montecarlo,130,4,30,1,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.9137285902503294,0.87,0.0,0.032,0.5934653640171786
"[9, 13, 18, 24, 25, 27]",3.1296302450816187,0.490087568627451,montecarlo,116,2,18,2,"{0: 1, 1: 2, 2: 3}",1,0.9116469038208168,0.87,0.0,0.032,0.5934653640171786
"[1, 5, 18, 20, 25, 29]",3.4248897357888524,0.5077647450980393,montecarlo,98,2,28,1,"{0: 2, 1: 2, 2: 2}",2,0.8681949934123847,0.87,0.0,0.0,0.5934653640171786
"[4, 10, 13, 20, 26, 29]",3.872318949706773,0.513026705882353,montecarlo,102,4,25,2,"{0: 2, 1: 2, 2: 2}",2,0.8962582345191041,0.83,0.0,0.0,0.5934653640171786
"[3, 16, 18, 20, 25, 31]",3.906158909997052,0.6259950980392156,montecarlo,113,3,28,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8761001317523056,0.87,0.0,0.032,0.5934653640171786
"[8, 16, 19, 25, 26, 35]",3.7942389417357,0.5723856078431373,montecarlo,129,3,27,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.9007114624505929,0.87,0.0,0.032,0.5934653640171786
"[9, 15, 21, 23, 26, 32]",3.781912623626264,0.508949137254902,montecarlo,126,2,23,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8967588932806324,0.87,0.0,0.032,0.5934653640171786
