combination,score,svi_score,source,timestamp
"[4, 11, 14, 25, 26, 31]",1.0349480639999997,0.5,transformer_deep,2025-08-01T14:05:44.015082
"[10, 13, 16, 21, 23, 33]",0.755089632,0.5,clustering,2025-08-01T14:05:44.015087
"[12, 15, 19, 20, 25, 38]",0.7117481519999999,0.5,clustering,2025-08-01T14:05:44.015088
"[10, 18, 20, 22, 28, 37]",0.675661752,0.5,clustering,2025-08-01T14:05:44.015090
"[1, 6, 11, 16, 27, 32]",0.6314147519999999,0.5,transformer_deep,2025-08-01T14:05:44.015092
"[10, 13, 21, 22, 24, 39]",0.46647985599999997,0.5,apriori,2025-08-01T14:05:44.015094
"[4, 5, 7, 29, 35, 36]",0.44525804,0.5,transformer_deep,2025-08-01T14:05:44.015098
"[5, 10, 13, 16, 35, 36]",0.444297528,0.5,clustering,2025-08-01T14:05:44.015099
"[5, 19, 26, 27, 30, 35]",0.4440735,0.5,clustering,2025-08-01T14:05:44.015101
"[9, 13, 15, 24, 26, 37]",0.44406762,0.5,clustering,2025-08-01T14:05:44.015102
"[2, 11, 14, 23, 24, 25]",0.4229617520000001,0.5,apriori,2025-08-01T14:05:44.015104
"[3, 5, 10, 16, 18, 37]",0.40898241599999996,0.5,clustering,2025-08-01T14:05:44.015106
"[7, 11, 13, 19, 28, 29]",0.404916312,0.5,transformer,2025-08-01T14:05:44.015107
"[16, 17, 21, 28, 35, 36]",0.40338549599999995,0.5,apriori,2025-08-01T14:05:44.015108
"[1, 3, 4, 5, 15, 28]",0.392804268,0.5,apriori,2025-08-01T14:05:44.015110
"[4, 11, 31, 33, 34, 38]",0.39044328,0.5,transformer_deep,2025-08-01T14:05:44.015111
"[7, 16, 17, 23, 33, 39]",0.15,0.5,clustering,2025-08-01T14:05:44.015113
"[1, 18, 19, 28, 34, 36]",0.15,0.5,apriori,2025-08-01T14:05:44.015114
"[6, 12, 16, 32, 34, 35]",0.15,0.5,ghost_rng,2025-08-01T14:05:44.015116
"[4, 14, 32, 33, 36, 39]",0.15,0.5,apriori,2025-08-01T14:05:44.015117
"[14, 18, 23, 24, 27, 35]",0.15,0.5,ghost_rng,2025-08-01T14:05:44.015119
"[4, 18, 22, 25, 33, 39]",0.15,0.5,transformer,2025-08-01T14:05:44.015120
"[4, 14, 16, 21, 24, 29]",0.15,0.5,lstm_v2,2025-08-01T14:05:44.015121
"[14, 16, 21, 24, 25, 29]",0.15,0.5,lstm_v2,2025-08-01T14:05:44.015123
"[15, 16, 19, 21, 22, 24]",0.15,0.5,lstm_v2,2025-08-01T14:05:44.015124
"[15, 18, 19, 21, 22, 24]",0.15,0.5,lstm_v2,2025-08-01T14:05:44.015126
"[16, 19, 20, 21, 23, 24]",0.15,0.5,lstm_v2,2025-08-01T14:05:44.015130
"[15, 17, 19, 21, 23, 25]",0.15,0.5,lstm_v2,2025-08-01T14:05:44.015132
"[14, 17, 19, 21, 23, 25]",0.15,0.5,lstm_v2,2025-08-01T14:05:44.015133
"[3, 6, 10, 20, 28, 38]",0.15,0.5,apriori,2025-08-01T14:05:44.015134
