combination,score,svi_score,source,timestamp
"[3, 9, 27, 30, 38, 40]",45.283128000000005,65.0,clustering,2025-07-31T15:09:29.557072
"[5, 7, 14, 25, 27, 40]",45.279256000000004,65.0,clustering,2025-07-31T15:09:29.557075
"[3, 4, 13, 28, 33, 39]",45.19944000000001,65.0,montecarlo,2025-07-31T15:09:29.557076
"[2, 10, 13, 21, 26, 37]",45.193192,65.0,montecarlo,2025-07-31T15:09:29.557078
"[3, 13, 14, 25, 27, 30]",45.177440000000004,65.0,montecarlo,2025-07-31T15:09:29.557079
"[2, 3, 10, 23, 34, 39]",45.163272,65.0,combined,2025-07-31T15:09:29.557086
"[8, 13, 21, 22, 27, 39]",45.161512,65.0,montecarlo,2025-07-31T15:09:29.557087
"[13, 20, 23, 24, 26, 38]",45.127280000000006,65.0,combined,2025-07-31T15:09:29.557089
"[2, 8, 20, 24, 29, 33]",45.12613600000001,65.0,combined,2025-07-31T15:09:29.557093
"[5, 13, 23, 24, 37, 40]",45.11892000000001,65.0,combined,2025-07-31T15:09:29.557096
"[10, 13, 21, 22, 24, 39]",45.111968000000005,65.0,combined,2025-07-31T15:09:29.557097
"[1, 8, 29, 32, 33, 40]",45.064976,65.0,montecarlo,2025-07-31T15:09:29.557104
"[1, 11, 22, 27, 28, 33]",45.032768000000004,65.0,combined,2025-07-31T15:09:29.557105
"[10, 20, 21, 23, 27, 38]",44.46543200000001,63.84,clustering,2025-07-31T15:09:29.557107
"[2, 13, 20, 25, 31, 32]",44.460416,63.78,clustering,2025-07-31T15:09:29.557108
"[2, 6, 20, 23, 31, 35]",44.062744,63.2,clustering,2025-07-31T15:09:29.557109
"[5, 10, 11, 14, 34, 36]",44.044792,63.2,clustering,2025-07-31T15:09:29.557111
"[3, 12, 20, 21, 35, 36]",43.990056,63.15,clustering,2025-07-31T15:09:29.557112
"[11, 13, 15, 27, 30, 38]",43.221696,65.0,clustering,2025-07-31T15:09:29.557114
"[3, 5, 15, 30, 32, 35]",43.145004,65.0,montecarlo,2025-07-31T15:09:29.557115
"[6, 11, 14, 17, 31, 33]",43.142064,65.0,clustering,2025-07-31T15:09:29.557116
"[2, 7, 15, 24, 30, 39]",43.123164,65.0,montecarlo,2025-07-31T15:09:29.557118
"[6, 12, 15, 19, 25, 32]",43.10922,65.0,montecarlo,2025-07-31T15:09:29.557122
"[5, 8, 17, 18, 22, 35]",43.075032,65.0,combined,2025-07-31T15:09:29.557123
"[1, 9, 17, 25, 34, 36]",43.061088,65.0,combined,2025-07-31T15:09:29.557127
"[6, 14, 15, 21, 26, 32]",43.047312,65.0,combined,2025-07-31T15:09:29.557131
"[7, 12, 17, 18, 23, 33]",43.014468,65.0,combined,2025-07-31T15:09:29.557132
"[15, 18, 20, 21, 25, 36]",42.708288,64.61,combined,2025-07-31T15:09:29.557134
"[3, 6, 27, 34, 38, 39]",42.144695999999996,60.5,transformer_deep,2025-07-31T15:09:29.557135
"[9, 12, 13, 28, 29, 35]",42.140472,60.5,transformer_deep,2025-07-31T15:09:29.557137
