combination,score,svi_score,source,timestamp
"[3, 7, 15, 24, 30, 39]",1.875884832,0.5,montecarlo,2025-08-02T15:11:08.906081
"[2, 14, 16, 18, 28, 33]",1.012942416,0.5,montecarlo,2025-08-02T15:11:08.906085
"[7, 8, 10, 12, 19, 30]",0.725294944,0.5,montecarlo,2025-08-02T15:11:08.906087
"[4, 5, 8, 17, 26, 29]",0.725294944,0.5,montecarlo,2025-08-02T15:11:08.906088
"[2, 8, 18, 24, 26, 31]",0.725294944,0.5,montecarlo,2025-08-02T15:11:08.906090
"[13, 28, 31, 36, 38, 40]",0.725294944,0.5,montecarlo,2025-08-02T15:11:08.906094
"[10, 19, 24, 27, 30, 37]",0.725294944,0.5,montecarlo,2025-08-02T15:11:08.906096
"[2, 6, 18, 29, 32, 36]",0.725294944,0.5,montecarlo,2025-08-02T15:11:08.906101
"[6, 9, 10, 31, 32, 38]",0.725294944,0.5,montecarlo,2025-08-02T15:11:08.906103
"[10, 11, 20, 25, 37, 38]",0.437647472,0.5,montecarlo,2025-08-02T15:11:08.906105
"[6, 9, 11, 24, 27, 32]",0.437647472,0.5,montecarlo,2025-08-02T15:11:08.906106
"[11, 17, 20, 21, 22, 23]",0.437647472,0.5,montecarlo,2025-08-02T15:11:08.906108
"[5, 16, 29, 33, 34, 35]",0.437647472,0.5,montecarlo,2025-08-02T15:11:08.906110
"[14, 18, 23, 29, 32, 35]",0.437647472,0.5,montecarlo,2025-08-02T15:11:08.906112
"[3, 18, 21, 26, 29, 33]",0.30402522563454837,0.5,apriori,2025-08-02T15:11:08.906113
"[5, 13, 18, 24, 37, 40]",0.30163859745580246,0.5,apriori,2025-08-02T15:11:08.906115
"[3, 15, 18, 21, 25, 36]",0.30070029149730193,0.5,apriori,2025-08-02T15:11:08.906117
"[1, 6, 11, 15, 22, 28]",0.3004708188097672,0.5,apriori,2025-08-02T15:11:08.906125
"[5, 11, 24, 28, 35, 39]",0.29800862854091825,0.5,apriori,2025-08-02T15:11:08.906130
"[2, 6, 7, 10, 15, 25]",0.2936208673892328,0.5,apriori,2025-08-02T15:11:08.906132
"[1, 11, 14, 23, 24, 25]",0.291664710591317,0.5,apriori,2025-08-02T15:11:08.906134
"[1, 6, 8, 25, 34, 35]",0.2836125873720094,0.5,apriori,2025-08-02T15:11:08.906135
"[5, 10, 14, 21, 26, 32]",0.15,0.5,apriori,2025-08-02T15:11:08.906136
"[14, 16, 17, 33, 35, 36]",0.15,0.5,apriori,2025-08-02T15:11:08.906138
"[5, 9, 15, 24, 26, 31]",0.15,0.5,apriori,2025-08-02T15:11:08.906139
"[8, 10, 11, 19, 28, 39]",0.15,0.5,apriori,2025-08-02T15:11:08.906141
"[1, 8, 32, 35, 36, 39]",0.15,0.5,apriori,2025-08-02T15:11:08.906143
"[6, 7, 16, 20, 33, 39]",0.15,0.5,apriori,2025-08-02T15:11:08.906144
"[10, 11, 13, 24, 34, 35]",0.15,0.5,transformer_deep,2025-08-02T15:11:08.906146
"[1, 2, 8, 21, 32, 39]",0.15,0.5,transformer_deep,2025-08-02T15:11:08.906147
