combination,score,svi_score,source,timestamp
"[7, 13, 14, 24, 28, 36]",4.8410357600000005,63.15,clustering,2025-08-01T10:24:13.377865
"[2, 3, 12, 13, 14, 37]",1.1084990399999999,65.0,clustering,2025-08-01T10:24:13.377868
"[7, 13, 16, 22, 26, 36]",0.8044848,60.5,transformer_deep,2025-08-01T10:24:13.377870
"[9, 12, 18, 28, 29, 35]",0.8041572,60.5,transformer_deep,2025-08-01T10:24:13.377871
"[2, 5, 6, 12, 17, 31]",0.71419392,62.85,apriori,2025-08-01T10:24:13.377873
"[10, 13, 21, 22, 24, 39]",0.45210792000000005,65.0,apriori,2025-08-01T10:24:13.377874
"[8, 13, 21, 22, 27, 39]",0.45161512000000004,65.0,montecarlo,2025-08-01T10:24:13.377876
"[2, 20, 23, 26, 27, 29]",0.43961104000000006,63.15,clustering,2025-08-01T10:24:13.377877
"[5, 7, 16, 29, 30, 36]",0.40241376,60.5,transformer_deep,2025-08-01T10:24:13.377879
"[2, 11, 14, 23, 24, 25]",0.38994080000000003,65.0,apriori,2025-08-01T10:24:13.377880
"[2, 5, 11, 14, 25, 32]",0.37487836,62.33,ghost_rng,2025-08-01T10:24:13.377881
"[16, 17, 21, 28, 35, 36]",0.36192815999999994,63.87,apriori,2025-08-01T10:24:13.377883
"[7, 13, 18, 23, 29, 34]",0.0,64.0,clustering,2025-08-01T10:24:13.377884
"[13, 18, 20, 24, 31, 35]",0.0,63.68,montecarlo,2025-08-01T10:24:13.377886
"[1, 8, 16, 30, 31, 34]",0.0,63.59,montecarlo,2025-08-01T10:24:13.377888
"[10, 16, 18, 19, 21, 33]",0.0,62.45,clustering,2025-08-01T10:24:13.377889
"[4, 19, 29, 35, 38, 39]",0.0,63.02,apriori,2025-08-01T10:24:13.377891
"[11, 14, 18, 20, 23, 36]",0.0,62.34,ghost_rng,2025-08-01T10:24:13.377892
"[3, 14, 17, 25, 26, 30]",0.0,60.77,transformer,2025-08-01T10:24:13.377895
"[4, 12, 14, 23, 28, 34]",0.0,60.75,transformer,2025-08-01T10:24:13.377897
"[2, 7, 15, 24, 30, 39]",0.0,65.0,montecarlo,2025-08-01T10:24:13.377899
"[1, 25, 29, 34, 35, 39]",0.0,64.24,montecarlo,2025-08-01T10:24:13.377901
"[6, 12, 15, 19, 25, 32]",0.0,65.0,montecarlo,2025-08-01T10:24:13.377903
"[2, 7, 8, 21, 24, 25]",0.0,64.42,montecarlo,2025-08-01T10:24:13.377904
"[3, 4, 13, 28, 33, 39]",0.0,65.0,montecarlo,2025-08-01T10:24:13.377906
"[2, 5, 11, 18, 20, 37]",0.0,65.0,montecarlo,2025-08-01T10:24:13.377907
"[4, 24, 32, 36, 37, 38]",0.0,64.95,montecarlo,2025-08-01T10:24:13.377908
"[2, 8, 11, 13, 16, 34]",0.0,65.0,montecarlo,2025-08-01T10:24:13.377910
"[3, 6, 12, 15, 22, 33]",0.0,65.0,montecarlo,2025-08-01T10:24:13.377911
"[1, 8, 29, 32, 33, 40]",0.0,65.0,montecarlo,2025-08-01T10:24:13.377912
