combination,score,svi_score,source,timestamp
"[9, 17, 27, 30, 34, 37]",100.65744,65.0,genetico,2025-08-02T13:05:39.520948
"[3, 19, 20, 26, 27, 37]",34.47132,65.0,genetico,2025-08-02T13:05:39.520951
"[5, 13, 15, 20, 28, 32]",33.415459999999996,65.0,genetico,2025-08-02T13:05:39.520953
"[2, 7, 11, 12, 15, 38]",25.832028329879105,63.4,clustering,2025-08-02T13:05:39.520955
"[7, 10, 11, 28, 29, 35]",4.516788143350605,65.0,clustering,2025-08-02T13:05:39.520956
"[7, 12, 17, 24, 29, 31]",2.542457211770294,63.97,clustering,2025-08-02T13:05:39.520958
"[10, 11, 20, 25, 37, 38]",0.8218499200000001,60.68,montecarlo,2025-08-02T13:05:39.520959
"[1, 7, 19, 20, 28, 31]",0.8202293638555926,60.68,apriori,2025-08-02T13:05:39.520960
"[9, 16, 24, 27, 31, 37]",0.6464144362571898,60.36,apriori,2025-08-02T13:05:39.520962
"[1, 6, 11, 16, 27, 35]",0.605,60.5,transformer_deep,2025-08-02T13:05:39.520963
"[6, 12, 18, 24, 30, 35]",0.605,60.5,lstm_v2,2025-08-02T13:05:39.520964
"[6, 12, 18, 24, 29, 35]",0.605,60.5,lstm_v2,2025-08-02T13:05:39.520966
"[7, 11, 15, 29, 31, 37]",0.4832,60.4,clustering,2025-08-02T13:05:39.520967
"[5, 11, 24, 28, 35, 39]",0.4216319081171272,60.35,apriori,2025-08-02T13:05:39.520968
"[6, 9, 11, 24, 27, 32]",0.41092496000000006,60.68,montecarlo,2025-08-02T13:05:39.520969
"[12, 13, 19, 24, 25, 36]",0.41092496000000006,60.68,montecarlo,2025-08-02T13:05:39.520971
"[3, 11, 21, 22, 27, 34]",0.41092496000000006,60.68,montecarlo,2025-08-02T13:05:39.520972
"[2, 4, 9, 13, 21, 40]",0.41092496000000006,60.68,montecarlo,2025-08-02T13:05:39.520973
"[1, 11, 14, 23, 24, 25]",0.4039936654923917,60.33,apriori,2025-08-02T13:05:39.520975
"[9, 12, 18, 28, 29, 30]",0.3025,60.5,transformer_deep,2025-08-02T13:05:39.520976
"[4, 11, 14, 26, 31, 32]",0.3025,60.5,transformer_deep,2025-08-02T13:05:39.520977
"[1, 5, 7, 30, 35, 37]",0.3025,60.5,transformer_deep,2025-08-02T13:05:39.520978
"[2, 7, 10, 15, 33, 37]",0.3025,60.5,ghost_rng,2025-08-02T13:05:39.520980
"[1, 4, 11, 25, 27, 29]",0.2416,60.4,clustering,2025-08-02T13:05:39.520981
"[1, 6, 11, 15, 22, 28]",0.21502685816792538,60.36,apriori,2025-08-02T13:05:39.520982
"[5, 10, 14, 21, 26, 32]",0.2124274866550017,60.35,apriori,2025-08-02T13:05:39.520984
"[5, 9, 15, 24, 26, 31]",0.21216737261319232,60.35,apriori,2025-08-02T13:05:39.520985
"[2, 8, 24, 32, 34, 40]",0.17603471816496033,60.29,apriori,2025-08-02T13:05:39.520986
"[3, 7, 15, 24, 30, 39]",0.0,60.68,montecarlo,2025-08-02T13:05:39.520988
"[2, 8, 18, 24, 26, 31]",0.0,60.68,montecarlo,2025-08-02T13:05:39.520989
