combination,score,svi_score,source,timestamp
"[2, 9, 10, 17, 25, 31]",1.724004,60.68,montecarlo,2025-08-01T18:14:57.281899
"[7, 13, 16, 27, 31, 36]",1.6096584,60.5,transformer_deep,2025-08-01T18:14:57.281902
"[10, 13, 22, 23, 31, 32]",1.33511136,63.84,clustering,2025-08-01T18:14:57.281903
"[3, 12, 20, 27, 30, 38]",0.9052084800000001,65.0,clustering,2025-08-01T18:14:57.281905
"[5, 11, 24, 28, 35, 39]",0.9045748800000002,65.0,apriori,2025-08-01T18:14:57.281906
"[6, 13, 18, 24, 30, 35]",0.8048913600000001,60.52,lstm_v2,2025-08-01T18:14:57.281907
"[6, 12, 18, 24, 29, 35]",0.7980789600000001,60.0,lstm_v2,2025-08-01T18:14:57.281909
"[1, 11, 14, 23, 24, 25]",0.7779618400000001,65.0,apriori,2025-08-01T18:14:57.281910
"[5, 9, 17, 25, 29, 33]",0.75772456,63.1,apriori,2025-08-01T18:14:57.281911
"[6, 12, 18, 24, 30, 36]",0.72611312,60.48,lstm_v2,2025-08-01T18:14:57.281913
"[3, 4, 9, 14, 18, 37]",0.68968656,60.68,montecarlo,2025-08-01T18:14:57.281914
"[5, 10, 14, 21, 26, 32]",0.45211584000000005,65.0,apriori,2025-08-01T18:14:57.281915
"[5, 9, 15, 24, 26, 31]",0.43172808000000007,65.0,apriori,2025-08-01T18:14:57.281916
"[3, 8, 15, 20, 23, 35]",0.43148616,65.0,genetico,2025-08-01T18:14:57.281918
"[8, 12, 17, 22, 29, 33]",0.43123836000000004,65.0,clustering,2025-08-01T18:14:57.281919
"[2, 8, 24, 32, 34, 40]",0.40357119999999996,64.07,apriori,2025-08-01T18:14:57.281920
"[8, 12, 13, 15, 31, 36]",0.4029396,60.68,montecarlo,2025-08-01T18:14:57.281922
"[11, 14, 16, 27, 31, 32]",0.40124364,60.5,transformer_deep,2025-08-01T18:14:57.281923
"[3, 9, 16, 20, 22, 27]",0.36850824000000004,64.92,genetico,2025-08-01T18:14:57.281924
"[1, 6, 11, 15, 22, 28]",0.36840528,64.87,apriori,2025-08-01T18:14:57.281926
"[4, 7, 16, 22, 26, 40]",0.36378008,60.5,transformer_deep,2025-08-01T18:14:57.281927
"[1, 9, 15, 16, 25, 29]",0.32756927999999996,64.92,genetico,2025-08-01T18:14:57.281928
"[7, 11, 15, 21, 28, 34]",0.0,64.0,clustering,2025-08-01T18:14:57.281929
"[3, 5, 6, 15, 16, 28]",0.0,63.02,apriori,2025-08-01T18:14:57.281930
"[8, 17, 18, 21, 22, 32]",0.0,62.42,clustering,2025-08-01T18:14:57.281932
"[3, 9, 19, 22, 35, 40]",0.0,62.54,ghost_rng,2025-08-01T18:14:57.281933
"[19, 21, 26, 35, 37, 40]",0.0,61.89,ghost_rng,2025-08-01T18:14:57.281934
"[6, 11, 12, 30, 34, 37]",0.0,60.8,transformer,2025-08-01T18:14:57.281936
"[11, 17, 19, 24, 32, 39]",0.0,60.77,transformer,2025-08-01T18:14:57.281937
"[12, 23, 25, 28, 30, 32]",0.0,60.89,montecarlo,2025-08-01T18:14:57.281938
