combination,score,svi_score,source,timestamp
"[4, 11, 14, 25, 26, 31]",1.26419568,60.5,transformer_deep,2025-08-01T16:21:08.534571
"[5, 10, 17, 24, 27, 32]",1.20883644,60.68,montecarlo,2025-08-01T16:21:08.534573
"[6, 11, 13, 14, 23, 38]",0.9059881600000002,65.0,clustering,2025-08-01T16:21:08.534575
"[3, 11, 15, 21, 30, 38]",0.86296728,65.0,genetico,2025-08-01T16:21:08.534576
"[6, 12, 18, 24, 29, 35]",0.80489976,60.52,lstm_v2,2025-08-01T16:21:08.534577
"[6, 13, 14, 20, 23, 35]",0.45229536000000004,65.0,apriori,2025-08-01T16:21:08.534579
"[1, 21, 22, 25, 34, 39]",0.44812592000000007,64.6,apriori,2025-08-01T16:21:08.534580
"[5, 7, 13, 14, 25, 36]",0.44036255999999996,63.16,clustering,2025-08-01T16:21:08.534581
"[1, 6, 7, 28, 34, 39]",0.4364263199999999,62.87,apriori,2025-08-01T16:21:08.534583
"[5, 16, 27, 28, 31, 37]",0.43190280000000003,65.0,apriori,2025-08-01T16:21:08.534584
"[5, 7, 15, 16, 29, 36]",0.4318969200000001,65.0,apriori,2025-08-01T16:21:08.534585
"[4, 16, 23, 25, 29, 37]",0.43164576,65.0,genetico,2025-08-01T16:21:08.534588
"[3, 15, 20, 21, 22, 37]",0.43148868,65.0,genetico,2025-08-01T16:21:08.534589
"[1, 4, 5, 15, 39, 40]",0.43097460000000004,65.0,apriori,2025-08-01T16:21:08.534590
"[4, 7, 8, 28, 36, 39]",0.42217296000000004,60.68,montecarlo,2025-08-01T16:21:08.534591
"[1, 11, 28, 29, 36, 38]",0.42161856,60.5,transformer_deep,2025-08-01T16:21:08.534593
"[2, 3, 6, 26, 28, 38]",0.4113744,65.0,apriori,2025-08-01T16:21:08.534594
"[3, 12, 17, 29, 30, 39]",0.402255,60.4,clustering,2025-08-01T16:21:08.534595
"[4, 6, 17, 28, 32, 33]",0.40207692,60.5,transformer_deep,2025-08-01T16:21:08.534596
"[4, 7, 16, 26, 30, 40]",0.39044544,65.0,apriori,2025-08-01T16:21:08.534598
"[6, 11, 14, 23, 24, 25]",0.3894103200000001,64.95,apriori,2025-08-01T16:21:08.534599
"[19, 20, 22, 30, 35, 39]",0.36207288,63.92,genetico,2025-08-01T16:21:08.534601
"[13, 18, 26, 31, 33, 39]",0.34466904000000004,60.68,montecarlo,2025-08-01T16:21:08.534602
"[6, 8, 11, 14, 19, 31]",0.34396344,60.4,clustering,2025-08-01T16:21:08.534603
"[4, 9, 10, 13, 19, 25]",0.34387920000000005,60.68,montecarlo,2025-08-01T16:21:08.534605
"[4, 11, 31, 33, 34, 38]",0.34348536,60.5,transformer_deep,2025-08-01T16:21:08.534606
"[5, 6, 12, 17, 29, 38]",0.0,63.98,clustering,2025-08-01T16:21:08.534607
"[1, 2, 9, 14, 21, 29]",0.0,63.05,apriori,2025-08-01T16:21:08.534609
"[9, 18, 19, 23, 27, 36]",0.0,62.42,clustering,2025-08-01T16:21:08.534610
"[3, 4, 22, 24, 32, 38]",0.0,62.58,ghost_rng,2025-08-01T16:21:08.534611
