combination,score,svi_score,source,timestamp
"[6, 14, 18, 23, 29, 33]",1.3574462399999998,0.5,clustering,2025-08-01T17:25:11.628751
"[9, 11, 22, 23, 27, 38]",1.0773116159999998,0.5,apriori,2025-08-01T17:25:11.628756
"[12, 17, 18, 23, 30, 39]",0.745739256,0.5,clustering,2025-08-01T17:25:11.628757
"[8, 12, 22, 28, 33, 37]",0.7407452320000001,0.5,montecarlo,2025-08-01T17:25:11.628759
"[4, 14, 26, 27, 31, 32]",0.739723904,0.5,transformer_deep,2025-08-01T17:25:11.628761
"[7, 13, 16, 22, 26, 36]",0.7131428879999999,0.5,transformer_deep,2025-08-01T17:25:11.628762
"[9, 12, 18, 28, 29, 35]",0.712894752,0.5,transformer_deep,2025-08-01T17:25:11.628767
"[6, 12, 18, 24, 29, 35]",0.7086458640000001,0.5,lstm_v2,2025-08-01T17:25:11.628769
"[6, 12, 18, 24, 30, 35]",0.659199544,0.5,lstm_v2,2025-08-01T17:25:11.628770
"[6, 12, 18, 24, 30, 36]",0.6582674799999999,0.5,lstm_v2,2025-08-01T17:25:11.628772
"[1, 21, 22, 25, 34, 39]",0.46359328,0.5,apriori,2025-08-01T17:25:11.628774
"[8, 10, 21, 22, 29, 34]",0.461355352,0.5,clustering,2025-08-01T17:25:11.628775
"[3, 19, 20, 21, 22, 40]",0.452035608,0.5,genetico,2025-08-01T17:25:11.628777
"[2, 3, 6, 26, 28, 38]",0.43796263999999996,0.5,apriori,2025-08-01T17:25:11.628779
"[9, 15, 20, 30, 32, 40]",0.43183722,0.5,montecarlo,2025-08-01T17:25:11.628780
"[5, 7, 16, 29, 30, 36]",0.43168845599999994,0.5,transformer_deep,2025-08-01T17:25:11.628782
"[6, 11, 14, 23, 24, 25]",0.42254838799999994,0.5,apriori,2025-08-01T17:25:11.628784
"[1, 3, 11, 16, 20, 36]",0.40849706399999997,0.5,genetico,2025-08-01T17:25:11.628786
"[3, 5, 7, 12, 28, 36]",0.40489982,0.5,montecarlo,2025-08-01T17:25:11.628787
"[3, 6, 13, 19, 20, 38]",0.398011848,0.5,ghost_rng,2025-08-01T17:25:11.628789
"[5, 13, 19, 27, 30, 39]",0.15,0.5,apriori,2025-08-01T17:25:11.628791
"[1, 7, 20, 29, 36, 38]",0.15,0.5,ghost_rng,2025-08-01T17:25:11.628792
"[14, 15, 18, 19, 21, 22]",0.15,0.5,clustering,2025-08-01T17:25:11.628794
"[1, 12, 17, 18, 24, 28]",0.15,0.5,transformer,2025-08-01T17:25:11.628795
"[3, 19, 22, 23, 24, 37]",0.15,0.5,transformer,2025-08-01T17:25:11.628800
"[5, 10, 18, 28, 29, 39]",0.15,0.5,montecarlo,2025-08-01T17:25:11.628806
"[5, 10, 26, 28, 34, 38]",0.15,0.5,montecarlo,2025-08-01T17:25:11.628810
"[11, 13, 22, 24, 26, 28]",0.15,0.5,montecarlo,2025-08-01T17:25:11.628812
"[15, 24, 25, 26, 31, 33]",0.15,0.5,montecarlo,2025-08-01T17:25:11.628813
"[1, 14, 16, 19, 27, 40]",0.15,0.5,montecarlo,2025-08-01T17:25:11.628815
