combination,score,svi_score,source,timestamp
"[3, 5, 14, 19, 25, 34]",100.00536,65.0,genetico,2025-08-03T16:45:13.005882
"[5, 9, 20, 26, 28, 39]",33.7402,65.0,genetico,2025-08-03T16:45:13.005887
"[1, 18, 23, 27, 32, 33]",6.074035431841833,63.2,clustering,2025-08-03T16:45:13.005889
"[13, 15, 22, 29, 36, 39]",5.970628774712644,63.15,clustering,2025-08-03T16:45:13.005891
"[5, 17, 18, 21, 29, 40]",1.9902095915708813,63.15,clustering,2025-08-03T16:45:13.005892
"[12, 13, 24, 26, 32, 38]",1.9902095915708813,63.15,clustering,2025-08-03T16:45:13.005894
"[2, 5, 9, 11, 14, 36]",0.91125,60.75,transformer,2025-08-03T16:45:13.005896
"[10, 11, 20, 25, 37, 38]",0.8218499200000001,60.68,montecarlo,2025-08-03T16:45:13.005897
"[6, 12, 18, 24, 29, 35]",0.605,60.5,lstm_v2,2025-08-03T16:45:13.005899
"[7, 13, 16, 22, 26, 36]",0.605,60.5,transformer_deep,2025-08-03T16:45:13.005901
"[9, 12, 18, 28, 29, 35]",0.605,60.5,transformer_deep,2025-08-03T16:45:13.005902
"[4, 14, 26, 27, 31, 32]",0.605,60.5,transformer_deep,2025-08-03T16:45:13.005904
"[5, 11, 24, 28, 35, 39]",0.422881795831195,60.35,apriori,2025-08-03T16:45:13.005905
"[6, 10, 16, 20, 24, 40]",0.41092496000000006,60.68,montecarlo,2025-08-03T16:45:13.005907
"[6, 9, 11, 24, 27, 32]",0.41092496000000006,60.68,montecarlo,2025-08-03T16:45:13.005908
"[1, 11, 14, 23, 24, 25]",0.40475631597519146,60.34,apriori,2025-08-03T16:45:13.005910
"[4, 5, 7, 11, 22, 34]",0.3025,60.5,transformer,2025-08-03T16:45:13.005913
"[5, 7, 16, 29, 30, 36]",0.3025,60.5,transformer_deep,2025-08-03T16:45:13.005914
"[1, 6, 11, 15, 22, 28]",0.21495831258538178,60.36,apriori,2025-08-03T16:45:13.005916
"[5, 10, 14, 21, 26, 32]",0.2116776764913974,60.35,apriori,2025-08-03T16:45:13.005919
"[5, 9, 15, 24, 26, 31]",0.21112544003093547,60.35,apriori,2025-08-03T16:45:13.005920
"[2, 8, 24, 32, 34, 40]",0.1760686646915636,60.29,apriori,2025-08-03T16:45:13.005922
"[2, 6, 12, 18, 31, 34]",0.0,63.97,clustering,2025-08-03T16:45:13.005923
"[12, 19, 20, 21, 32, 36]",0.0,62.39,clustering,2025-08-03T16:45:13.005925
"[7, 12, 13, 14, 22, 32]",0.0,60.67,apriori,2025-08-03T16:45:13.005926
"[3, 19, 28, 32, 33, 35]",0.0,60.67,apriori,2025-08-03T16:45:13.005929
"[2, 16, 23, 25, 37, 40]",0.0,60.5,ghost_rng,2025-08-03T16:45:13.005931
"[5, 19, 24, 34, 37, 39]",0.0,60.5,ghost_rng,2025-08-03T16:45:13.005932
"[10, 12, 13, 18, 38, 39]",0.0,60.5,montecarlo,2025-08-03T16:45:13.005934
"[9, 13, 29, 33, 36, 40]",0.0,60.5,montecarlo,2025-08-03T16:45:13.005935
