combination,score,svi_score,source,timestamp
"[7, 13, 14, 24, 28, 36]",3.538725032,0.5,clustering,2025-08-01T12:12:55.133001
"[2, 3, 12, 13, 14, 37]",0.925952352,0.5,clustering,2025-08-01T12:12:55.133005
"[7, 13, 16, 22, 26, 36]",0.713137008,0.5,transformer_deep,2025-08-01T12:12:55.133007
"[9, 12, 18, 28, 29, 35]",0.712917096,0.5,transformer_deep,2025-08-01T12:12:55.133009
"[10, 13, 21, 22, 24, 39]",0.46647677600000004,0.5,apriori,2025-08-01T12:12:55.133011
"[8, 13, 21, 22, 27, 39]",0.46613058399999996,0.5,montecarlo,2025-08-01T12:12:55.133013
"[7, 9, 10, 27, 32, 36]",0.458599984,0.5,apriori,2025-08-01T12:12:55.133019
"[2, 20, 23, 26, 27, 29]",0.45772834399999995,0.5,clustering,2025-08-01T12:12:55.133021
"[7, 10, 11, 21, 22, 29]",0.44580935999999993,0.5,transformer,2025-08-01T12:12:55.133023
"[5, 7, 16, 29, 30, 36]",0.43168845599999994,0.5,transformer_deep,2025-08-01T12:12:55.133025
"[2, 11, 14, 23, 24, 25]",0.422960688,0.5,apriori,2025-08-01T12:12:55.133026
"[16, 17, 21, 28, 35, 36]",0.40334820000000005,0.5,apriori,2025-08-01T12:12:55.133028
"[6, 18, 29, 30, 31, 34]",0.15,0.5,clustering,2025-08-01T12:12:55.133030
"[4, 5, 17, 21, 30, 33]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133031
"[8, 25, 28, 34, 37, 38]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133033
"[1, 12, 15, 23, 25, 27]",0.15,0.5,apriori,2025-08-01T12:12:55.133035
"[7, 10, 20, 21, 23, 25]",0.15,0.5,clustering,2025-08-01T12:12:55.133037
"[4, 8, 11, 17, 26, 36]",0.15,0.5,ghost_rng,2025-08-01T12:12:55.133039
"[4, 13, 30, 34, 35, 40]",0.15,0.5,ghost_rng,2025-08-01T12:12:55.133040
"[1, 6, 9, 13, 25, 40]",0.15,0.5,transformer,2025-08-01T12:12:55.133042
"[2, 7, 15, 24, 30, 39]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133044
"[1, 25, 29, 34, 35, 39]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133045
"[6, 12, 15, 19, 25, 32]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133047
"[2, 7, 8, 21, 24, 25]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133049
"[3, 4, 13, 28, 33, 39]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133051
"[2, 5, 11, 18, 20, 37]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133055
"[4, 24, 32, 36, 37, 38]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133060
"[2, 8, 11, 13, 16, 34]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133064
"[3, 6, 12, 15, 22, 33]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133066
"[1, 8, 29, 32, 33, 40]",0.15,0.5,montecarlo,2025-08-01T12:12:55.133068
