combination,score,svi_score,source,timestamp
"[6, 12, 18, 24, 29, 36]",2.5471627999999997,60.48,lstm_v2,2025-08-01T16:09:38.211725
"[10, 13, 18, 27, 29, 32]",1.68226464,63.22,clustering,2025-08-01T16:09:38.211728
"[5, 12, 18, 24, 30, 36]",1.0916298,60.48,lstm_v2,2025-08-01T16:09:38.211730
"[2, 4, 10, 21, 35, 40]",0.8424240000000002,60.68,montecarlo,2025-08-01T16:09:38.211731
"[6, 12, 18, 24, 29, 35]",0.8048913600000001,60.52,lstm_v2,2025-08-01T16:09:38.211732
"[4, 11, 17, 25, 27, 37]",0.72940088,60.68,montecarlo,2025-08-01T16:09:38.211734
"[6, 13, 14, 20, 23, 35]",0.45229448000000005,65.0,apriori,2025-08-01T16:09:38.211735
"[1, 21, 22, 25, 34, 39]",0.44812856000000006,64.6,apriori,2025-08-01T16:09:38.211737
"[5, 6, 12, 20, 27, 38]",0.44580976000000005,64.01,clustering,2025-08-01T16:09:38.211738
"[1, 5, 7, 28, 30, 38]",0.4403845599999999,63.16,clustering,2025-08-01T16:09:38.211739
"[4, 12, 23, 25, 29, 30]",0.4390936000000001,63.17,apriori,2025-08-01T16:09:38.211741
"[5, 16, 27, 28, 31, 37]",0.4318969200000001,65.0,apriori,2025-08-01T16:09:38.211742
"[5, 7, 15, 16, 29, 36]",0.43189607999999996,65.0,apriori,2025-08-01T16:09:38.211744
"[3, 18, 20, 21, 22, 37]",0.43148700000000006,65.0,genetico,2025-08-01T16:09:38.211745
"[1, 4, 5, 15, 39, 40]",0.43097124000000003,65.0,apriori,2025-08-01T16:09:38.211746
"[5, 9, 10, 25, 27, 34]",0.4219644,60.68,montecarlo,2025-08-01T16:09:38.211748
"[1, 8, 14, 25, 26, 32]",0.4218016000000001,60.68,montecarlo,2025-08-01T16:09:38.211749
"[1, 11, 28, 29, 36, 38]",0.42161415999999996,60.5,transformer_deep,2025-08-01T16:09:38.211750
"[5, 6, 11, 25, 36, 40]",0.421432,60.4,clustering,2025-08-01T16:09:38.211751
"[4, 7, 11, 22, 28, 39]",0.42122168,60.4,clustering,2025-08-01T16:09:38.211753
"[1, 9, 15, 22, 27, 30]",0.42018816,63.22,clustering,2025-08-01T16:09:38.211754
"[2, 3, 6, 26, 28, 38]",0.41137520000000005,65.0,apriori,2025-08-01T16:09:38.211755
"[4, 6, 17, 28, 32, 33]",0.40208111999999996,60.5,transformer_deep,2025-08-01T16:09:38.211757
"[4, 7, 16, 26, 30, 40]",0.39045912,65.0,apriori,2025-08-01T16:09:38.211758
"[6, 11, 14, 23, 24, 25]",0.38941488,64.95,apriori,2025-08-01T16:09:38.211759
"[1, 5, 7, 30, 35, 37]",0.3834472,60.5,transformer_deep,2025-08-01T16:09:38.211761
"[3, 6, 8, 20, 22, 31]",0.377587,62.94,apriori,2025-08-01T16:09:38.211762
"[2, 6, 7, 10, 13, 25]",0.36923184000000003,65.0,clustering,2025-08-01T16:09:38.211763
"[10, 27, 29, 31, 34, 35]",0.34529183999999996,60.79,montecarlo,2025-08-01T16:09:38.211764
"[3, 10, 13, 15, 18, 34]",0.34528968,60.79,montecarlo,2025-08-01T16:09:38.211766
