combination,score,svi_score,source,timestamp
"[10, 17, 20, 22, 24, 33]",2.48495184,62.42,clustering,2025-08-01T18:02:33.615533
"[9, 16, 24, 27, 31, 37]",1.2952044,65.0,apriori,2025-08-01T18:02:33.615536
"[3, 9, 16, 20, 29, 37]",1.2949146,65.0,genetico,2025-08-01T18:02:33.615538
"[5, 11, 24, 28, 35, 39]",0.9045748800000002,65.0,apriori,2025-08-01T18:02:33.615539
"[2, 4, 10, 21, 35, 40]",0.84243456,60.68,montecarlo,2025-08-01T18:02:33.615541
"[6, 12, 18, 24, 29, 35]",0.8048795999999999,60.52,lstm_v2,2025-08-01T18:02:33.615542
"[1, 11, 14, 23, 24, 25]",0.7779466400000001,65.0,apriori,2025-08-01T18:02:33.615543
"[4, 11, 17, 25, 27, 37]",0.72939936,60.68,montecarlo,2025-08-01T18:02:33.615545
"[6, 12, 18, 24, 30, 36]",0.7261115999999999,60.48,lstm_v2,2025-08-01T18:02:33.615546
"[7, 11, 15, 29, 31, 37]",0.7255309599999998,60.4,clustering,2025-08-01T18:02:33.615548
"[1, 6, 11, 16, 27, 35]",0.68770224,60.5,transformer_deep,2025-08-01T18:02:33.615549
"[7, 10, 11, 28, 29, 35]",0.45298704,65.0,clustering,2025-08-01T18:02:33.615551
"[5, 10, 14, 21, 26, 32]",0.4521176,65.0,apriori,2025-08-01T18:02:33.615552
"[3, 5, 9, 26, 28, 29]",0.45141448000000006,65.0,genetico,2025-08-01T18:02:33.615553
"[1, 2, 5, 29, 34, 39]",0.45140304000000003,65.0,genetico,2025-08-01T18:02:33.615555
"[5, 9, 15, 24, 26, 31]",0.43173227999999997,65.0,apriori,2025-08-01T18:02:33.615556
"[5, 16, 20, 22, 23, 37]",0.43164324,65.0,genetico,2025-08-01T18:02:33.615558
"[5, 9, 10, 25, 27, 34]",0.42196616000000003,60.68,montecarlo,2025-08-01T18:02:33.615559
"[1, 8, 14, 25, 26, 32]",0.4217980800000001,60.68,montecarlo,2025-08-01T18:02:33.615560
"[6, 12, 19, 29, 30, 39]",0.42150948000000005,63.44,apriori,2025-08-01T18:02:33.615562
"[4, 11, 14, 26, 31, 32]",0.42140648,60.5,transformer_deep,2025-08-01T18:02:33.615563
"[2, 8, 24, 32, 34, 40]",0.4036408,64.08,apriori,2025-08-01T18:02:33.615565
"[9, 12, 18, 28, 29, 30]",0.40107228,60.5,transformer_deep,2025-08-01T18:02:33.615566
"[1, 5, 7, 30, 35, 37]",0.3834432,60.5,transformer_deep,2025-08-01T18:02:33.615567
"[1, 6, 11, 15, 22, 28]",0.36840096000000006,64.87,apriori,2025-08-01T18:02:33.615569
"[3, 5, 7, 10, 23, 34]",0.36514152000000005,64.4,genetico,2025-08-01T18:02:33.615570
"[8, 9, 17, 23, 35, 39]",0.36441924,60.73,transformer,2025-08-01T18:02:33.615576
"[6, 8, 9, 15, 20, 35]",0.34440408,60.68,montecarlo,2025-08-01T18:02:33.615577
"[1, 4, 11, 25, 27, 29]",0.32486251999999993,60.4,clustering,2025-08-01T18:02:33.615579
"[7, 9, 12, 18, 23, 29]",0.0,63.92,clustering,2025-08-01T18:02:33.615580
