timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-13 19:12:09.899161,5,5,0,11.219800000000001,0.5,12.093,9.596,Counter({'transformer_fallback': 5}),moderado,0.7,2.0
