combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[3, 5, 12, 15, 20, 40]",3.166358118558123,0.5,default,95,3,37,0,"{0: 2, 1: 3, 3: 1}",2,1.0,0.83,0.0,0.593692147229648
"[3, 9, 17, 20, 29, 40]",3.6512067054623354,0.5,default,118,2,37,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,1.0,0.83,0.0,0.593692147229648
"[10, 14, 22, 25, 32, 40]",3.3543606318475114,0.5,default,143,5,30,0,"{0: 1, 1: 1, 2: 2, 3: 2}",0,1.0,0.83,0.0,0.593692147229648
"[2, 11, 12, 28, 39, 40]",3.106988903835158,0.5,default,132,4,38,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,1.0,0.83,0.0,0.593692147229648
"[9, 15, 17, 35, 39, 40]",3.0674094273531822,0.5,default,155,1,31,0,"{0: 1, 1: 2, 3: 3}",1,1.0,0.83,0.0,0.593692147229648
"[4, 7, 15, 16, 22, 23]",2.424242934521063,0.5,default,87,3,19,0,"{0: 2, 1: 2, 2: 2}",2,1.0,0.87,0.0,0.593692147229648
"[2, 5, 16, 20, 25, 29]",3.265306809763065,0.5,default,97,3,27,0,"{0: 2, 1: 2, 2: 2}",3,1.0,0.87,0.0,0.593692147229648
"[5, 12, 16, 21, 22, 29]",3.552258014257394,0.5,default,105,3,24,0,"{0: 1, 1: 2, 2: 3}",2,1.0,0.83,0.0,0.593692147229648
"[2, 5, 6, 13, 19, 22]",2.374768588918592,0.5,default,67,3,20,0,"{0: 3, 1: 2, 2: 1}",4,1.0,0.73,0.0,0.593692147229648
"[3, 12, 20, 22, 29, 32]",3.552258014257394,0.5,default,118,4,29,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.593692147229648
"[8, 9, 17, 19, 21, 29]",3.0575145582326875,0.5,default,103,1,21,0,"{0: 2, 1: 2, 2: 2}",3,1.0,0.87,0.0,0.593692147229648
"[11, 13, 15, 17, 20, 24]",2.10760712266525,0.5,default,100,2,13,0,"{1: 5, 2: 1}",3,1.0,0.75,0.0,0.593692147229648
"[3, 4, 20, 22, 28, 35]",3.601732359859865,0.5,default,112,4,32,0,"{0: 2, 1: 1, 2: 2, 3: 1}",1,1.0,0.87,0.0,0.593692147229648
"[2, 20, 22, 25, 27, 34]",3.453309323052453,0.5,default,130,4,32,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,1.0,0.87,0.0,0.593692147229648
"[9, 10, 14, 16, 23, 26]",2.3252942433161214,0.5,default,98,4,17,0,"{0: 2, 1: 2, 2: 2}",1,1.0,0.83,0.0,0.593692147229648
"[3, 9, 14, 15, 23, 32]",3.017935081750711,0.5,default,96,2,29,0,"{0: 2, 1: 2, 2: 1, 3: 1}",2,1.0,0.87,0.0,0.593692147229648
"[3, 11, 20, 22, 26, 39]",3.552258014257394,0.5,default,121,3,36,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,1.0,0.83,0.0,0.593692147229648
"[1, 3, 4, 9, 20, 39]",2.1175019917857445,0.5,default,76,2,38,0,"{0: 4, 1: 1, 3: 1}",1,1.0,0.69,0.0,0.593692147229648
"[2, 5, 21, 24, 27, 34]",3.700681051064806,0.5,default,113,3,32,0,"{0: 2, 2: 3, 3: 1}",2,1.0,0.87,0.0,0.593692147229648
