ranking,fecha_prediccion,combination,source,final_score_v3,confidence,weight,v3_feature,diversity_boost,regime_based,neural_boost,distribution_low,distribution_mid,distribution_high
1,2025-08-07,15-16-17-36-37-38,analyzer_500_v3,1.5328764000000004,0.85,0.35,regime_analysis,True,True,0,1,2,3
