combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[2, 4, 5, 11, 19, 40]",2.3738614560687146,0.5,default,81,3,38,1,"{0: 3, 1: 2, 3: 1}",4,1.0,0.7899999999999999,0.0,0.0,0.5934653640171786
"[4, 15, 19, 22, 25, 26]",3.451990200699923,0.5,default,111,3,22,0,"{0: 1, 1: 2, 2: 3}",1,1.0,0.87,0.0,0.0,0.5934653640171786
"[3, 5, 10, 11, 18, 22]",2.6705941380773046,0.5,default,69,3,19,1,"{0: 3, 1: 2, 2: 1}",3,1.0,0.69,0.0,0.0,0.5934653640171786
"[1, 9, 12, 19, 22, 28]",2.9178713730844623,0.5,default,91,3,27,2,"{0: 2, 1: 2, 2: 2}",1,1.0,0.83,0.0,0.0,0.5934653640171786
"[1, 3, 18, 22, 25, 29]",3.1651486080916196,0.5,default,98,2,28,1,"{0: 2, 1: 1, 2: 3}",2,1.0,0.87,0.0,0.0,0.5934653640171786
"[4, 8, 17, 19, 26, 30]",3.5509010947027857,0.5,default,104,4,26,0,"{0: 2, 1: 2, 2: 2}",2,1.0,0.87,0.0,0.0,0.5934653640171786
"[5, 7, 8, 21, 26, 28]",2.4233169030701465,0.5,default,95,3,23,0,"{0: 3, 2: 3}",2,1.0,0.79,0.0,0.0,0.5934653640171786
"[3, 4, 6, 7, 26, 28]",2.2345949173126836,0.5,default,74,4,25,0,"{0: 4, 2: 2}",2,1.0,0.65,0.0,0.032,0.5934653640171786
"[4, 15, 22, 25, 28, 29]",3.095910982289616,0.5,default,123,3,25,0,"{0: 1, 1: 1, 2: 4}",1,1.0,0.87,0.0,0.0,0.5934653640171786
"[6, 13, 17, 19, 21, 25]",3.07533751633702,0.5,default,101,1,19,1,"{0: 1, 1: 3, 2: 2}",3,1.0,0.87,0.0,0.032,0.5934653640171786
"[5, 7, 14, 22, 28, 32]",3.588882877999885,0.5,default,108,4,27,0,"{0: 2, 1: 1, 2: 2, 3: 1}",2,1.0,0.87,0.0,0.064,0.5934653640171786
"[4, 14, 15, 27, 28, 29]",3.4709810923484725,0.5,default,117,3,25,1,"{0: 1, 1: 2, 2: 3}",1,1.0,0.87,0.0,0.032,0.5934653640171786
"[3, 4, 7, 12, 16, 38]",3.1841394997401693,0.5,default,80,4,35,1,"{0: 3, 1: 2, 3: 1}",2,1.0,0.7899999999999999,0.0,0.032,0.5934653640171786
"[4, 11, 16, 25, 32, 35]",3.4899719839970222,0.5,default,123,3,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",1,1.0,0.83,0.0,0.064,0.5934653640171786
"[5, 7, 25, 32, 34, 37]",3.706784663651298,0.5,default,140,2,32,0,"{0: 2, 2: 1, 3: 3}",3,1.0,0.87,0.0,0.096,0.5934653640171786
"[11, 16, 21, 23, 33, 38]",3.588882877999885,0.5,default,142,2,27,0,"{1: 2, 2: 2, 3: 2}",2,1.0,0.83,0.0,0.064,0.5934653640171786
