combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,arima_score
"[14, 15, 21, 24, 31, 34]",2.82336597349954,0.5,combined,139,3,20,0,"{1: 2, 2: 2, 3: 2}",1,0.8473484848484849,0.87,0.0,0.593692147229648
"[13, 18, 19, 20, 28, 31]",2.669725642064958,0.5,combined,129,3,18,0,"{1: 4, 2: 1, 3: 1}",3,0.8670454545454546,0.87,0.0,0.593692147229648
"[2, 7, 15, 26, 35, 37]",3.613606202804458,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8416666666666667,0.87,0.0,0.593692147229648
"[14, 19, 22, 26, 33, 34]",2.8217468130980046,0.5,combined,148,4,20,0,"{1: 2, 2: 2, 3: 2}",1,0.8405303030303031,0.87,0.0,0.593692147229648
"[1, 2, 20, 21, 22, 30]",3.0315180384524805,0.5,combined,96,4,29,0,"{0: 2, 1: 1, 2: 3}",1,0.8488636363636364,0.87,0.0,0.593692147229648
"[8, 14, 15, 16, 21, 23]",2.2718169733876326,0.5,combined,97,3,15,0,"{0: 1, 1: 3, 2: 2}",1,0.774810606060606,0.87,0.0,0.593692147229648
"[7, 8, 19, 33, 34, 35]",3.5012544616090286,0.5,combined,136,2,28,0,"{0: 2, 1: 1, 3: 3}",2,0.7852272727272728,0.87,0.0,0.593692147229648
"[1, 7, 14, 17, 20, 23]",3.0714573283570203,0.5,combined,82,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.8087121212121212,0.87,0.0,0.593692147229648
"[1, 6, 18, 21, 28, 35]",3.31846924294681,0.5,combined,109,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",0,0.8488636363636364,0.87,0.0,0.593692147229648
"[6, 16, 19, 22, 25, 31]",3.517446065624383,0.5,combined,119,3,25,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8534090909090909,0.87,0.0,0.593692147229648
"[1, 7, 8, 16, 22, 27]",2.86645363085151,0.5,combined,81,3,26,0,"{0: 3, 1: 1, 2: 2}",1,0.7787878787878788,0.87,0.0,0.593692147229648
"[7, 8, 17, 18, 32, 33]",3.5055722226797896,0.5,combined,115,3,26,0,"{0: 2, 1: 2, 3: 2}",2,0.803409090909091,0.87,0.0,0.593692147229648
"[5, 8, 15, 16, 22, 23]",2.3737341253287223,0.5,combined,89,3,18,0,"{0: 2, 1: 2, 2: 2}",2,0.7873106060606061,0.87,0.0,0.593692147229648
"[7, 8, 18, 23, 25, 30]",3.5049425491903037,0.5,combined,111,3,23,0,"{0: 2, 1: 1, 2: 3}",2,0.8007575757575758,0.87,0.0,0.593692147229648
"[1, 7, 8, 15, 17, 35]",2.9608147009187675,0.5,combined,83,1,34,0,"{0: 3, 1: 2, 3: 1}",2,0.759469696969697,0.87,0.0,0.593692147229648
"[8, 13, 15, 23, 27, 33]",3.505932036102353,0.5,combined,119,1,25,0,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8049242424242424,0.87,0.0,0.593692147229648
