combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[5, 11, 21, 22, 26, 38]",3.5352945827347493,0.5,combined,123,3,33,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8542568542568543,0.83,0.0,0.032,0.5934653640171786
"[3, 4, 17, 19, 22, 28]",3.236929656882269,0.5,combined,93,3,25,0,"{0: 2, 1: 2, 2: 2}",3,0.8857142857142857,0.87,0.0,0.0,0.5934653640171786
"[2, 7, 15, 26, 35, 37]",3.6575809898346012,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8727272727272727,0.87,0.0,0.064,0.5934653640171786
"[6, 7, 11, 21, 22, 40]",3.528717650562091,0.5,combined,107,3,34,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8265512265512265,0.83,0.0,0.032,0.5934653640171786
"[9, 11, 18, 19, 25, 27]",2.933594351559722,0.5,combined,109,1,18,1,"{0: 1, 1: 3, 2: 2}",2,0.8995670995670996,0.83,0.0,0.0,0.5934653640171786
"[4, 21, 24, 30, 38, 40]",2.975506879475637,0.5,combined,157,5,36,1,"{0: 1, 2: 3, 3: 2}",0,0.8744588744588745,0.83,0.0,0.064,0.5934653640171786
"[6, 15, 16, 29, 30, 39]",3.4577039105249194,0.5,combined,135,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.864069264069264,0.83,0.0,0.064,0.5934653640171786
"[7, 12, 17, 20, 22, 34]",3.5348835244739583,0.5,combined,112,4,27,1,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8525252525252525,0.83,0.0,0.032,0.5934653640171786
"[3, 11, 20, 26, 32, 34]",3.5572313919189686,0.5,combined,126,4,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8666666666666667,0.83,0.0,0.064,0.5934653640171786
"[14, 19, 22, 26, 33, 34]",2.8798724623598293,0.5,combined,148,4,20,0,"{1: 2, 2: 2, 3: 2}",1,0.84992784992785,0.87,0.0,0.096,0.5934653640171786
"[6, 16, 19, 34, 37, 40]",3.178960165654201,0.5,combined,152,4,34,1,"{0: 1, 1: 2, 3: 3}",2,0.8181818181818181,0.83,0.0,0.096,0.5934653640171786
"[1, 11, 16, 30, 36, 37]",3.6990893104607374,0.5,combined,131,3,36,1,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8392496392496392,0.83,0.0,0.064,0.5934653640171786
"[7, 11, 18, 29, 30, 37]",3.3352119742946718,0.5,combined,132,2,30,0,"{0: 1, 1: 2, 2: 2, 3: 1}",4,0.8447330447330448,0.83,0.0,0.032,0.5934653640171786
"[9, 14, 15, 16, 28, 38]",3.3589300359423198,0.5,combined,120,4,29,0,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.8646464646464647,0.83,0.0,0.064,0.5934653640171786
"[1, 2, 20, 21, 22, 30]",3.034175169747049,0.5,combined,96,4,29,1,"{0: 2, 1: 1, 2: 3}",1,0.8649350649350649,0.87,0.0,0.0,0.5934653640171786
"[8, 11, 16, 37, 38, 40]",3.6951842569832216,0.5,combined,150,4,32,1,"{0: 1, 1: 2, 3: 3}",2,0.8227994227994228,0.83,0.0,0.064,0.5934653640171786
"[8, 14, 15, 16, 21, 23]",2.3074978126067416,0.5,combined,97,3,15,0,"{0: 1, 1: 3, 2: 2}",1,0.8487734487734487,0.87,0.0,0.032,0.5934653640171786
"[7, 8, 19, 33, 34, 35]",3.576770361248573,0.5,combined,136,2,28,0,"{0: 2, 1: 1, 3: 3}",2,0.868975468975469,0.87,0.0,0.096,0.5934653640171786
"[1, 7, 14, 17, 20, 23]",3.1035806443388765,0.5,combined,82,2,22,1,"{0: 2, 1: 3, 2: 1}",3,0.868975468975469,0.87,0.0,0.032,0.5934653640171786
"[12, 16, 29, 32, 34, 37]",3.0389520092859925,0.5,combined,160,4,25,1,"{1: 2, 2: 1, 3: 3}",2,0.8533910533910534,0.83,0.0,0.096,0.5934653640171786
"[4, 6, 14, 16, 23, 40]",3.4534563084967442,0.5,combined,103,5,36,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8461760461760461,0.83,0.0,0.064,0.5934653640171786
