combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[5, 11, 21, 22, 26, 38]",3.53356471255392,0.5,combined,123,3,33,0,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8469696969696969,0.83,0.0,0.032,0.5934653640171786
"[3, 4, 17, 19, 22, 28]",3.236652192556235,0.5,combined,93,3,25,0,"{0: 2, 1: 2, 2: 2}",3,0.8845454545454545,0.87,0.0,0.0,0.5934653640171786
"[2, 7, 15, 26, 35, 37]",3.6560703507261936,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8663636363636363,0.87,0.0,0.064,0.5934653640171786
"[6, 7, 11, 21, 22, 40]",3.529032795228698,0.5,combined,107,3,34,1,"{0: 2, 1: 1, 2: 2, 3: 1}",2,0.8278787878787879,0.83,0.0,0.032,0.5934653640171786
"[9, 11, 18, 19, 25, 27]",2.9324022826034275,0.5,combined,109,1,18,1,"{0: 1, 1: 3, 2: 2}",2,0.8945454545454545,0.83,0.0,0.0,0.5934653640171786
"[4, 21, 24, 30, 38, 40]",2.976390654736338,0.5,combined,157,5,36,1,"{0: 1, 2: 3, 3: 2}",0,0.8781818181818182,0.83,0.0,0.064,0.5934653640171786
"[6, 15, 16, 29, 30, 39]",3.458464368307383,0.5,combined,135,3,33,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8672727272727272,0.83,0.0,0.064,0.5934653640171786
"[7, 12, 17, 20, 22, 34]",3.533133101380089,0.5,combined,112,4,27,1,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.8451515151515152,0.83,0.0,0.032,0.5934653640171786
"[3, 11, 20, 26, 32, 34]",3.555648817614923,0.5,combined,126,4,31,0,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.86,0.83,0.0,0.064,0.5934653640171786
"[14, 19, 22, 26, 33, 34]",2.8791702378309783,0.5,combined,148,4,20,0,"{1: 2, 2: 2, 3: 2}",1,0.8469696969696969,0.87,0.0,0.096,0.5934653640171786
"[6, 16, 19, 34, 37, 40]",3.1807585455451624,0.5,combined,152,4,34,1,"{0: 1, 1: 2, 3: 3}",2,0.8257575757575757,0.83,0.0,0.096,0.5934653640171786
"[1, 11, 16, 30, 36, 37]",3.6982603429681418,0.5,combined,131,3,36,1,"{0: 1, 1: 2, 2: 1, 3: 2}",2,0.8357575757575757,0.83,0.0,0.064,0.5934653640171786
"[7, 11, 18, 29, 30, 37]",3.333369063092125,0.5,combined,132,2,30,0,"{0: 1, 1: 2, 2: 2, 3: 1}",4,0.8369696969696969,0.83,0.0,0.032,0.5934653640171786
"[9, 14, 15, 16, 28, 38]",3.3596973446957965,0.5,combined,120,4,29,0,"{0: 1, 1: 3, 2: 1, 3: 1}",0,0.8678787878787879,0.83,0.0,0.064,0.5934653640171786
"[1, 2, 20, 21, 22, 30]",3.032572042529964,0.5,combined,96,4,29,1,"{0: 2, 1: 1, 2: 3}",1,0.8581818181818182,0.87,0.0,0.0,0.5934653640171786
"[8, 11, 16, 37, 38, 40]",3.6954548703382426,0.5,combined,150,4,32,1,"{0: 1, 1: 2, 3: 3}",2,0.823939393939394,0.83,0.0,0.064,0.5934653640171786
"[8, 14, 15, 16, 21, 23]",2.309659293961402,0.5,combined,97,3,15,0,"{0: 1, 1: 3, 2: 2}",1,0.8578787878787879,0.87,0.0,0.032,0.5934653640171786
"[7, 8, 19, 33, 34, 35]",3.57521519082858,0.5,combined,136,2,28,0,"{0: 2, 1: 1, 3: 3}",2,0.8624242424242424,0.87,0.0,0.096,0.5934653640171786
"[1, 7, 14, 17, 20, 23]",3.1043993353749526,0.5,combined,82,2,22,1,"{0: 2, 1: 3, 2: 1}",3,0.8724242424242424,0.87,0.0,0.032,0.5934653640171786
"[12, 16, 29, 32, 34, 37]",3.0382908905832204,0.5,combined,160,4,25,1,"{1: 2, 2: 1, 3: 3}",2,0.8506060606060606,0.83,0.0,0.096,0.5934653640171786
