combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 13, 18, 19, 30, 31]",3.5684682412069555,0.5,combined,117,3,25,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.8632996632996633,0.87,0.0,0.064,0.5793607604792965
"[2, 7, 15, 26, 35, 37]",3.566127389649463,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8531986531986532,0.87,0.0,0.064,0.5793607604792965
"[14, 19, 22, 26, 33, 34]",2.8110154942336596,0.5,combined,148,4,20,1,"{1: 2, 2: 2, 3: 2}",1,0.8481481481481482,0.87,0.0,0.096,0.5793607604792965
"[1, 2, 20, 21, 22, 30]",2.955793261645284,0.5,combined,96,4,29,1,"{0: 2, 1: 1, 2: 3}",1,0.8378787878787879,0.87,0.0,0.0,0.5793607604792965
"[8, 14, 15, 16, 21, 23]",2.240456335610533,0.5,combined,97,3,15,1,"{0: 1, 1: 3, 2: 2}",1,0.7961279461279461,0.87,0.0,0.032,0.5793607604792965
"[7, 8, 19, 33, 34, 35]",3.4778850887705355,0.5,combined,136,2,28,1,"{0: 2, 1: 1, 3: 3}",2,0.8090909090909091,0.87,0.0,0.096,0.5793607604792965
"[1, 7, 14, 17, 20, 23]",3.016799754652791,0.5,combined,82,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.8127946127946128,0.87,0.0,0.032,0.5793607604792965
"[1, 6, 18, 21, 28, 35]",3.276759122950814,0.5,combined,109,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",0,0.8545454545454545,0.87,0.0,0.064,0.5793607604792965
"[6, 16, 19, 22, 25, 31]",3.4690990925914154,0.5,combined,119,3,25,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8511784511784511,0.87,0.0,0.064,0.5793607604792965
"[1, 7, 8, 16, 22, 27]",2.2777851151140074,0.5,combined,81,3,26,3,"{0: 3, 1: 1, 2: 2}",1,0.7872053872053872,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 17, 18, 32, 33]",3.46192048114844,0.5,combined,115,3,26,1,"{0: 2, 1: 2, 3: 2}",2,0.8202020202020202,0.87,0.0,0.064,0.5793607604792965
"[5, 8, 15, 16, 22, 23]",1.7967401200493793,0.5,combined,89,3,18,3,"{0: 2, 1: 2, 2: 2}",2,0.7947811447811448,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 18, 23, 25, 30]",3.4203157461332796,0.5,combined,111,3,23,1,"{0: 2, 1: 1, 2: 3}",2,0.8006734006734006,0.87,0.0,0.0,0.5793607604792965
"[1, 7, 8, 15, 17, 35]",2.914075385471512,0.5,combined,83,1,34,1,"{0: 3, 1: 2, 3: 1}",2,0.7861952861952862,0.87,0.0,0.032,0.5793607604792965
"[8, 13, 15, 23, 27, 33]",3.444863476132847,0.5,combined,119,1,25,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8265993265993266,0.87,0.0,0.032,0.5793607604792965
"[9, 14, 23, 29, 30, 34]",3.4733906537801507,0.5,combined,139,3,25,1,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8696969696969696,0.87,0.0,0.064,0.5793607604792965
"[5, 6, 14, 16, 24, 36]",3.416484552417518,0.5,combined,101,5,31,1,"{0: 2, 1: 2, 2: 1, 3: 1}",1,0.8808080808080808,0.87,0.0,0.128,0.5793607604792965
"[1, 2, 18, 20, 22, 37]",3.5920835320027877,0.5,combined,100,4,36,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.8368686868686869,0.87,0.0,0.032,0.5793607604792965
