timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-08 16:59:12.541443,15,15,0,5.519733333333332,0.5,5.999,4.674,Counter({'transformer_fallback': 15}),moderado,0.7,1.0
