combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 13, 18, 19, 30, 31]",3.5663458691281624,0.5,combined,117,3,25,0,"{0: 1, 1: 3, 2: 1, 3: 1}",3,0.8541414141414142,0.87,0.0,0.064,0.5793607604792965
"[2, 7, 15, 26, 35, 37]",3.5624132385115757,0.5,combined,122,2,35,0,"{0: 2, 1: 1, 2: 1, 3: 2}",3,0.8371717171717172,0.87,0.0,0.064,0.5793607604792965
"[14, 19, 22, 26, 33, 34]",2.8098762798090133,0.5,combined,148,4,20,1,"{1: 2, 2: 2, 3: 2}",1,0.8432323232323232,0.87,0.0,0.096,0.5793607604792965
"[1, 2, 20, 21, 22, 30]",2.9574084492199537,0.5,combined,96,4,29,1,"{0: 2, 1: 1, 2: 3}",1,0.8448484848484848,0.87,0.0,0.0,0.5793607604792965
"[8, 14, 15, 16, 21, 23]",2.237186946268569,0.5,combined,97,3,15,1,"{0: 1, 1: 3, 2: 2}",1,0.7820202020202021,0.87,0.0,0.032,0.5793607604792965
"[7, 8, 19, 33, 34, 35]",3.4704411808177107,0.5,combined,136,2,28,1,"{0: 2, 1: 1, 3: 3}",2,0.7769696969696969,0.87,0.0,0.096,0.5793607604792965
"[1, 7, 14, 17, 20, 23]",3.0157073572592945,0.5,combined,82,2,22,0,"{0: 2, 1: 3, 2: 1}",3,0.8080808080808081,0.87,0.0,0.032,0.5793607604792965
"[1, 6, 18, 21, 28, 35]",3.2745119054556215,0.5,combined,109,3,34,0,"{0: 2, 1: 1, 2: 2, 3: 1}",0,0.8448484848484848,0.87,0.0,0.064,0.5793607604792965
"[6, 16, 19, 22, 25, 31]",3.4666958183257233,0.5,combined,119,3,25,1,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.8408080808080808,0.87,0.0,0.064,0.5793607604792965
"[1, 7, 8, 16, 22, 27]",2.272416762208825,0.5,combined,81,3,26,3,"{0: 3, 1: 1, 2: 2}",1,0.764040404040404,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 17, 18, 32, 33]",3.4549915605382626,0.5,combined,115,3,26,1,"{0: 2, 1: 2, 3: 2}",2,0.7903030303030303,0.87,0.0,0.064,0.5793607604792965
"[5, 8, 15, 16, 22, 23]",1.7931274058123166,0.5,combined,89,3,18,3,"{0: 2, 1: 2, 2: 2}",2,0.7791919191919192,0.87,0.0,0.0,0.5793607604792965
"[7, 8, 18, 23, 25, 30]",3.415571620310096,0.5,combined,111,3,23,1,"{0: 2, 1: 1, 2: 3}",2,0.7802020202020202,0.87,0.0,0.0,0.5793607604792965
"[1, 7, 8, 15, 17, 35]",2.9055702914792905,0.5,combined,83,1,34,1,"{0: 3, 1: 2, 3: 1}",2,0.7494949494949494,0.87,0.0,0.032,0.5793607604792965
"[8, 13, 15, 23, 27, 33]",3.438231063386619,0.5,combined,119,1,25,2,"{0: 1, 1: 2, 2: 2, 3: 1}",2,0.797979797979798,0.87,0.0,0.032,0.5793607604792965
