combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[5, 11, 21, 22, 26, 38]",3.525831679022787,0.5,combined,123,3,33,0,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 3, np.int64(3): 1}",2,0.8143939393939394,0.83,0.0,0.032,0.5934653640171786
"[3, 4, 17, 19, 22, 28]",3.2324979350081144,0.5,combined,93,3,25,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",3,0.8670454545454546,0.87,0.0,0.0,0.5934653640171786
"[2, 7, 15, 26, 35, 37]",3.6551531769818033,0.5,combined,122,2,35,0,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 1, np.int64(3): 2}",3,0.8625,0.87,0.0,0.064,0.5934653640171786
"[6, 7, 11, 21, 22, 40]",3.5228643522027014,0.5,combined,107,3,34,1,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 2, np.int64(3): 1}",2,0.8018939393939394,0.83,0.0,0.032,0.5934653640171786
"[9, 11, 18, 19, 25, 27]",2.9274927055011037,0.5,combined,109,1,18,1,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 2}",2,0.8738636363636364,0.83,0.0,0.0,0.5934653640171786
"[4, 21, 24, 30, 38, 40]",2.970509952492895,0.5,combined,157,5,36,1,"{np.int64(0): 1, np.int64(2): 3, np.int64(3): 2}",0,0.8534090909090909,0.83,0.0,0.064,0.5934653640171786
"[6, 15, 16, 29, 30, 39]",3.456522118025145,0.5,combined,135,3,33,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",1,0.8590909090909091,0.83,0.0,0.064,0.5934653640171786
"[7, 12, 17, 20, 22, 34]",3.5348235784775928,0.5,combined,112,4,27,1,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",2,0.8522727272727273,0.83,0.0,0.032,0.5934653640171786
"[3, 11, 20, 26, 32, 34]",3.5530051991752103,0.5,combined,126,4,31,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",2,0.8488636363636364,0.83,0.0,0.064,0.5934653640171786
"[14, 19, 22, 26, 33, 34]",2.8790803188364302,0.5,combined,148,4,20,0,"{np.int64(1): 2, np.int64(2): 2, np.int64(3): 2}",1,0.8465909090909091,0.87,0.0,0.096,0.5934653640171786
"[6, 16, 19, 34, 37, 40]",3.1796795176105856,0.5,combined,152,4,34,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(3): 3}",2,0.8212121212121213,0.83,0.0,0.096,0.5934653640171786
"[1, 11, 16, 30, 36, 37]",3.69417802061566,0.5,combined,131,3,36,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 1, np.int64(3): 2}",2,0.8185606060606061,0.83,0.0,0.064,0.5934653640171786
"[7, 11, 18, 29, 30, 37]",3.329358675935282,0.5,combined,132,2,30,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",4,0.8200757575757576,0.83,0.0,0.032,0.5934653640171786
"[9, 14, 15, 16, 28, 38]",3.3594995229077904,0.5,combined,120,4,29,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",0,0.8670454545454546,0.83,0.0,0.064,0.5934653640171786
"[1, 2, 20, 21, 22, 30]",3.0284717363785725,0.5,combined,96,4,29,1,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 3}",1,0.8409090909090909,0.87,0.0,0.0,0.5934653640171786
"[8, 11, 16, 37, 38, 40]",3.692289721730151,0.5,combined,150,4,32,1,"{np.int64(0): 1, np.int64(1): 2, np.int64(3): 3}",2,0.8106060606060606,0.83,0.0,0.064,0.5934653640171786
