timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-12 19:32:13.988335,13,13,0,5.32176923076923,0.5,6.067,3.817,Counter({'default': 13}),moderado,0.7,1.0
