timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-16 16:58:43.173366,2,2,0,2.8645,0.5,3.206,2.523,Counter({'default': 2}),moderado,0.68,0.593692147229648
